Total Number of Comms,Solution
2,"defaultdict(<class 'list'>, {'87': ['87', '88', '91', '92', '93', '94', '95', '96'], '89': ['89', '90', '97', '98', '99']})"
2,"defaultdict(<class 'list'>, {'87': ['87', '88', '91', '92', '93'], '89': ['89', '90', '94', '95', '96', '97', '98', '99']})"
6,"defaultdict(<class 'list'>, {'87': ['87', '88', '91', '92', '93', '94', '95', '96'], '89': ['89'], '90': ['90'], '97': ['97'], '98': ['98'], '99': ['99']})"
6,"defaultdict(<class 'list'>, {'87': ['87'], '88': ['88'], '89': ['89', '90', '94', '95', '96', '97', '98', '99'], '91': ['91'], '92': ['92'], '93': ['93']})"
13,"defaultdict(<class 'list'>, {'87': ['87'], '88': ['88'], '89': ['89'], '90': ['90'], '91': ['91'], '92': ['92'], '93': ['93'], '94': ['94'], '95': ['95'], '96': ['96'], '97': ['97'], '98': ['98'], '99': ['99']})"
