Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
10500,2147,2552,404,0.15830721003134796
10600,1350,2585,1234,0.4773694390715667
10700,2176,2590,413,0.15945945945945947
10800,1114,2615,1500,0.5736137667304015
10900,1114,2635,1520,0.5768500948766604
11000,1119,2671,1551,0.5806813927368027
11100,1298,2701,1402,0.5190670122176971
11200,1119,2719,1599,0.58808385435822
11300,1114,2725,1610,0.5908256880733945
11400,1118,2750,1631,0.5930909090909091
11500,1116,2762,1645,0.5955829109341058
11600,1119,2791,1671,0.5987101397348621
11700,992,2808,1815,0.6463675213675214
11800,1126,2822,1695,0.6006378454996456
11900,1120,2862,1741,0.6083158630328441
12000,1115,2899,1783,0.615039668851328
12100,1174,2898,1723,0.5945479641131816
12200,991,2916,1924,0.6598079561042524
12300,991,2937,1945,0.662240381341505
12400,991,2958,1966,0.6646382691007438
12500,1175,2982,1806,0.6056338028169014
12600,1349,3018,1668,0.5526838966202783
12700,1119,3035,1915,0.6309719934102141
12800,1117,3040,1922,0.6322368421052632
12900,1354,3079,1724,0.5599220526144852
13000,1130,3079,1948,0.6326729457616109
13100,1132,3098,1965,0.6342801807617818
13200,992,3125,2132,0.68224
13300,1121,3149,2027,0.6436964115592252
13400,-1,3175,3175,1.0
