Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380', 'c'], '383': ['383', '384', '385', '387', '388', '389', '390', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '382', '387', '388', 'b'], '379': ['379', '380', '381', '383', '386', 'a', 'c', 'd'], '384': ['384', '385', '389', '390', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380', '383', '388', 'c', '387'], '384': ['384', '385', '389', '390', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '386', 'a', 'b', 'd', '387'], '380': ['380', 'c'], '381': ['381', '383', '384', '385', '388', '389', '390', 'out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '386', 'a', 'b', 'd'], '380': ['380', 'c'], '381': ['381', '383', '384', '385', '388', '389', '390', 'out'], '387': ['387']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380', '383', '384', '385', '388', '389', '390', 'c'], '387': ['387'], 'out': ['out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380', '383', '388', 'c'], '384': ['384', '385', '389', '390', 'out'], '387': ['387']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380', '383', '384', '385', '388', '389', '390', 'out'], '387': ['387'], 'c': ['c']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '385', '389', '390', 'b', 'out'], '380': ['380', '381', '383', '384', '386', 'a', 'c', 'd'], '387': ['387'], '388': ['388']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380'], '383': ['383'], '384': ['384', '385', '389', '390', 'out'], '387': ['387'], '388': ['388'], 'c': ['c']})"
7,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '381', '383', '386', 'a', 'c', 'd'], '382': ['382'], '384': ['384', '385', '389', '390', 'out'], '387': ['387'], '388': ['388'], 'b': ['b']})"
10,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', 'c'], '381': ['381', '383', '384', '385', '388', '389', '390', 'out'], '382': ['382'], '386': ['386'], '387': ['387'], 'a': ['a'], 'b': ['b'], 'd': ['d']})"
10,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', 'c'], '381': ['381'], '382': ['382'], '383': ['383', '384', '385', '387', '388', '389', '390', 'out'], '386': ['386'], 'a': ['a'], 'b': ['b'], 'd': ['d']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '383', '384', '385', '388', '389', '390', 'out'], '382': ['382'], '386': ['386'], '387': ['387'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383', '384', '385', '387', '388', '389', '390', 'out'], '386': ['386'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '381', '383', '386', 'a', 'c', 'd'], '382': ['382'], '384': ['384'], '385': ['385'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'b': ['b'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', '381', '383', '384', '386', 'a', 'c', 'd'], '382': ['382'], '385': ['385'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'b': ['b'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '386', 'a', 'b', 'd'], '380': ['380'], '383': ['383'], '384': ['384'], '385': ['385'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'c': ['c'], 'out': ['out']})"
18,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'out': ['out']})"
