Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,31,77,45,0.5844155844155844
100,47,81,33,0.4074074074074074
200,44,82,37,0.45121951219512196
300,38,81,42,0.5185185185185185
400,29,83,53,0.6385542168674698
500,53,84,30,0.35714285714285715
600,82,83,0,0.0
700,70,83,12,0.14457831325301204
800,34,83,48,0.5783132530120482
900,39,84,44,0.5238095238095238
1000,34,84,49,0.5833333333333334
1100,71,85,13,0.15294117647058825
1200,39,86,46,0.5348837209302325
1300,34,85,50,0.5882352941176471
1400,35,85,49,0.5764705882352941
1500,43,88,44,0.5
1600,39,88,48,0.5454545454545454
1700,69,87,17,0.19540229885057472
1800,38,88,49,0.5568181818181818
1900,44,88,43,0.48863636363636365
2000,37,88,50,0.5681818181818182
2100,36,89,52,0.5842696629213483
2200,74,90,15,0.16666666666666666
2300,48,88,39,0.4431818181818182
2400,38,90,51,0.5666666666666667
2500,39,89,49,0.550561797752809
2600,89,90,0,0.0
2700,32,90,57,0.6333333333333333
2800,49,91,41,0.45054945054945056
2900,39,92,52,0.5652173913043478
3000,40,88,47,0.5340909090909091
3100,38,90,51,0.5666666666666667
3200,75,91,15,0.16483516483516483
3300,55,93,37,0.3978494623655914
3400,75,92,16,0.17391304347826086
3500,55,92,36,0.391304347826087
3600,33,91,57,0.6263736263736264
3700,76,95,18,0.18947368421052632
3800,41,92,50,0.5434782608695652
3900,48,95,46,0.4842105263157895
4000,42,97,54,0.5567010309278351
4100,42,95,52,0.5473684210526316
4200,76,95,18,0.18947368421052632
4300,75,97,21,0.21649484536082475
4400,45,95,49,0.5157894736842106
4500,38,97,58,0.5979381443298969
4600,45,99,53,0.5353535353535354
4700,39,99,59,0.5959595959595959
4800,37,99,61,0.6161616161616161
4900,75,99,23,0.23232323232323232
5000,73,100,26,0.26
5100,41,100,58,0.58
5200,40,100,59,0.59
5300,39,101,61,0.6039603960396039
5400,43,101,57,0.5643564356435643
5500,47,104,56,0.5384615384615384
5600,60,102,41,0.4019607843137255
5700,38,102,63,0.6176470588235294
5800,43,103,59,0.5728155339805825
5900,40,101,60,0.594059405940594
6000,45,105,59,0.5619047619047619
6100,44,104,59,0.5673076923076923
6200,42,105,62,0.5904761904761905
6300,81,105,23,0.21904761904761905
6400,40,108,67,0.6203703703703703
6500,45,107,61,0.5700934579439252
6600,56,107,50,0.4672897196261682
6700,44,108,63,0.5833333333333334
6800,41,109,67,0.6146788990825688
6900,47,109,61,0.5596330275229358
7000,38,109,70,0.6422018348623854
7100,48,111,62,0.5585585585585585
7200,53,110,56,0.509090909090909
7300,42,112,69,0.6160714285714286
7400,47,110,62,0.5636363636363636
7500,74,113,38,0.336283185840708
7600,42,112,69,0.6160714285714286
7700,57,114,56,0.49122807017543857
7800,70,115,44,0.3826086956521739
7900,50,117,66,0.5641025641025641
8000,80,117,36,0.3076923076923077
8100,100,116,15,0.12931034482758622
8200,49,117,67,0.5726495726495726
8300,-1,119,119,1.0
