Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '382', '391', 'b', 'c'], '381': ['381', '389', '390', '392', '393', '394', 'a', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '391', 'b', 'c', '382'], '381': ['381', '389', '390', '392', '393', '394', 'a', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '382', '391', 'b', 'c'], '381': ['381', '390', '392', '393', '394', 'a', 'out', '389']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '389': ['389', '390', '394', 'out', '393']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '391', 'b', 'c'], '381': ['381', '389', '390', '392', '393', '394', 'a', 'out'], '382': ['382']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '389', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '388': ['388', '393', '394', 'out', '390']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '389': ['389', '390', '393', '394', 'out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '382', '391', 'b', 'c'], '381': ['381', '390', '392', '393', '394', 'a', 'out'], '389': ['389']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '389': ['389'], '390': ['390', '393', '394', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '389', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '388': ['388', '393', '394', 'out'], '390': ['390']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '389': ['389', '390', '394', 'out'], '393': ['393']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '384', '386', 'd'], '379': ['379', '380', '391', 'b', 'c', '382', '387', '389'], '381': ['381', '388', '390', '392', '393', '394', 'a', 'out'], '383': ['383'], '385': ['385']})"
8,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '391', 'b', 'c', '382', '387', '389'], '381': ['381', '388', '390', '392', '393', '394', 'a', 'out'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], 'd': ['d']})"
8,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '389': ['389'], '390': ['390'], '393': ['393'], '394': ['394'], 'out': ['out']})"
8,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379'], '380': ['380'], '381': ['381', '389', '390', '392', '393', '394', 'a', 'out'], '382': ['382'], '391': ['391'], 'b': ['b'], 'c': ['c']})"
10,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379', '380', '382', '391', 'b', 'c'], '381': ['381'], '389': ['389'], '390': ['390'], '392': ['392'], '393': ['393'], '394': ['394'], 'a': ['a'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '391', 'b', 'c'], '381': ['381', '388', '390', '392', '393', '394', 'a', 'out'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '389': ['389'], 'd': ['d']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '382', '391', 'b', 'c'], '381': ['381', '390', '392', '393', '394', 'a', 'out'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], 'd': ['d']})"
12,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388', '393', '394', 'out'], '389': ['389'], '390': ['390'], 'd': ['d']})"
12,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389', '390', '394', 'out'], '393': ['393'], 'd': ['d']})"
15,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '388', '390', '392', '393', '394', 'a', 'out'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '389': ['389'], '391': ['391'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
15,"defaultdict(<class 'list'>, {'378': ['378', '383', '384', '385', '386', '387', '388', 'd'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '389': ['389'], '390': ['390'], '391': ['391'], '392': ['392'], '393': ['393'], '394': ['394'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'out': ['out']})"
15,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '389', '390', '392', '393', '394', 'a', 'out'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '391': ['391'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
15,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '381', '391', '392', 'a', 'b', 'c'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '393': ['393'], '394': ['394'], 'd': ['d'], 'out': ['out']})"
17,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '382', '391', 'b', 'c'], '381': ['381'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '392': ['392'], '393': ['393'], '394': ['394'], 'a': ['a'], 'd': ['d'], 'out': ['out']})"
22,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '391': ['391'], '392': ['392'], '393': ['393'], '394': ['394'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'out': ['out']})"
