Total Number of Comms,Solution
4,"defaultdict(<class 'list'>, {'796': ['796', 'b'], '797': ['797', '799', '803', '804', 'c', '805', '806'], '798': ['798', '808', '809', '810', '811', '812', 'a', 'd'], '800': ['800', '801', '802', '807', '813', '814', 'e', 'out']})"
5,"defaultdict(<class 'list'>, {'796': ['796', 'b'], '797': ['797', '799', '803', '804', 'c', '805', '806'], '798': ['798', '808', '809', '810', '811', '812', 'a', 'd'], '800': ['800'], '801': ['801', '802', '807', '813', '814', 'e', 'out']})"
5,"defaultdict(<class 'list'>, {'796': ['796', 'b'], '797': ['797', '799', '800', '801', '803', 'c', 'd', 'e'], '798': ['798', '804', '805', '806', '807', 'a'], '802': ['802', '809', '810', '811', '812', '813', '814', 'out'], '808': ['808']})"
5,"defaultdict(<class 'list'>, {'796': ['796', '804', '811', '812'], '797': ['797', '799', '803', '808', '809', 'a', 'c', 'd'], '798': ['798', '805', '810', 'b'], '800': ['800', '801', '802', '807', '813', '814', 'e', 'out'], '806': ['806']})"
5,"defaultdict(<class 'list'>, {'796': ['796', '799', '800', 'b', 'c'], '797': ['797', '798', '803', '805', '808', '809', 'a', 'd'], '801': ['801', '802', '807', '813', '814', 'e', 'out', '806'], '804': ['804'], '810': ['810', '811', '812']})"
6,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '799', '803', '804', 'c', '805', '806'], '798': ['798', '808', '809', '810', '811', '812', 'a', 'd'], '800': ['800'], '801': ['801', '802', '807', '813', '814', 'e', 'out'], 'b': ['b']})"
6,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '799', '803', '804', 'c'], '798': ['798', '808', '809', '810', '811', '812', 'a', 'd'], '800': ['800', 'b'], '801': ['801', '802', '807', '813', '814', 'e', 'out'], '805': ['805', '806']})"
6,"defaultdict(<class 'list'>, {'796': ['796', '810', '811', '812'], '797': ['797', '798', '805', '806', '808', '809', 'a', 'd'], '799': ['799', '803', 'c'], '800': ['800', '801', '802', '807', '813', '814', 'e', 'out'], '804': ['804'], 'b': ['b']})"
6,"defaultdict(<class 'list'>, {'796': ['796', '810', '811', '812', 'b'], '797': ['797', '799', '803', '808', '809', 'a', 'c', 'd'], '798': ['798', '805'], '800': ['800'], '801': ['801', '802', '807', '813', '814', 'e', 'out', '806'], '804': ['804']})"
6,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '798', '803', '804', '808', '809', 'a', 'd'], '799': ['799', '800', '801', '802', 'c', 'e', '812', '813'], '805': ['805', '810', 'b'], '806': ['806', '807', '814', 'out'], '811': ['811']})"
6,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '799', '800', '801', '803', 'c', 'd', 'e'], '798': ['798', '804', '805', '806', '807', 'a'], '802': ['802', '809', '810', '811', '812', '813', '814', 'out'], '808': ['808'], 'b': ['b']})"
