Total Number of Comms,Solution
5,"defaultdict(<class 'list'>, {'796': ['796', '814', '817', 'e', '797', 'a', '809'], '798': ['798', '801', '802', '803', '815', 'c', 'd', '816'], '799': ['799', '804', '805', '806', '807', '808', 'b'], '800': ['800', '810', '812', '813', '821', '822', '823', 'out'], '811': ['811', '818', '819', '820']})"
6,"defaultdict(<class 'list'>, {'796': ['796', '799', '804', '805', '806', '807', '808', 'b'], '797': ['797'], '798': ['798', '801', '802', '803', '815', 'a', 'c', 'd'], '800': ['800', '809', '810', '812', '813', 'e'], '811': ['811', '817', '818'], '814': ['814', '816', '819', '820', '821', '822', '823', 'out']})"
6,"defaultdict(<class 'list'>, {'796': ['796', '797', '805', '806', '807', '809', '817', 'e'], '798': ['798', '800', '801', '802', '803', '815', 'c', 'd'], '799': ['799', '804', '811', 'b'], '808': ['808', '810', '812', '813', '821', '822', '823', 'out'], '814': ['814', '816', '818', '819', '820'], 'a': ['a']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '797', '809', '814', '817', 'a', 'e'], '798': ['798', '800', '801', '802', '803', '815', 'c', 'd'], '799': ['799', '804', '805', 'b'], '806': ['806', '807', '808', '822', '823', 'out'], '810': ['810'], '811': ['811', '812', '813', '818', '819', '820', '821'], '816': ['816']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '814', '816', 'e'], '797': ['797', '809'], '798': ['798', '801', '802', '803', '815', 'c', 'd', 'a'], '799': ['799', '804', '807', '808', '822', '823', 'out'], '800': ['800', '810', '812', '813', '819', '820', '821'], '805': ['805', '806', 'b'], '811': ['811', '817', '818']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '797', '805', '806', '809', '817', 'e'], '798': ['798', '801', '802', '803', '815', 'a', 'c', 'd'], '799': ['799', '804', '807', '808', '822', '823', 'out'], '800': ['800', '810', '812', '813', '819', '820', '821'], '811': ['811', 'b'], '814': ['814', '816'], '818': ['818']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '797', '805', '806', '807', '809', '817', 'e'], '798': ['798', '802', 'a', 'd'], '799': ['799', '803', '804', '808', '822', '823', 'out', '801'], '800': ['800', '810', '815', '816', 'c'], '811': ['811', '818', '812', '813', '819', '820', '821'], '814': ['814'], 'b': ['b']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '814', '817', 'e'], '797': ['797', 'a'], '798': ['798', '801', '802', '803', '815', 'c', 'd', '816'], '799': ['799', '804', '805', '806', '807', '808', 'b'], '800': ['800', '810', '812', '813', '821', '822', '823', 'out'], '809': ['809'], '811': ['811', '818', '819', '820']})"
7,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797'], '798': ['798', '801', '802', '803', '815', 'a', 'c', 'd'], '799': ['799', '804', '805', '806', '807', '808', 'b'], '800': ['800', '809', '810', '812', '813', 'e'], '811': ['811', '817', '818'], '814': ['814', '816', '819', '820', '821', '822', '823', 'out']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '797', '805', '806', '807', '809', '817', 'e'], '798': ['798', '800', '801', '802', '803', '815', 'c', 'd'], '799': ['799', '804', '811', 'b'], '808': ['808'], '810': ['810', '812', '813', '821', '822', '823', 'out'], '814': ['814', '816', '818', '819', '820'], 'a': ['a']})"
