Benchmark,AttemptRange,RunTime
ALU,"[1, 6]",486.0351519584656
Benchmark,AttemptRange,RunTime
gray,"[1, 6]",0.06725072860717773
gray4,"[1, 6]",0.06197023391723633
gray8,"[1, 6]",0.2170543670654297
gray16,"[1, 6]",0.7339906692504883
gray64,"[1, 6]",7.980545997619629
mux,"[1, 6]",0.2737243175506592
mux4,"[1, 6]",0.09041929244995117
mux8,"[1, 6]",0.03559470176696777
parity,"[1, 6]",0.0002484321594238281
parity4,"[1, 6]",0.5817868709564209
parity8,"[1, 6]",11.367321252822876
parity16,"[1, 6]",47.672744274139404
parity32,"[1, 6]",212.18006587028503
parity64,"[1, 6]",924.5642940998077
priority_encoder4,"[1, 6]",0.0003368854522705078
priority_encoder8,"[1, 6]",0.2185068130493164
priority_encoder16,"[1, 6]",20.343878030776978
priority_encoder32,"[1, 6]",163.26911544799805
RCA,"[1, 6]",1.0802063941955566
RCA4,"[1, 6]",8.21285104751587
RCA8,"[1, 6]",27.934494972229004
RCA16,"[1, 6]",75.10982918739319
RCA32,"[1, 6]",275.3037931919098
RCA64,"[1, 6]",1036.9502494335175
voter,"[1, 6]",0.5310301780700684
voter2,"[1, 6]",0.5297665596008301
voter4,"[1, 6]",9.392018795013428
voter8,"[1, 6]",63.95505213737488
voter16,"[1, 6]",257.5326888561249
voter32,"[1, 6]",926.0092148780823
hexDisplay,"[1, 6]",114.46316933631897
multiplier,"[1, 6]",2.6932406425476074
tree3,"[1, 6]",0.46601223945617676
test0,"[1, 4]",0.010772705078125
test2,"[1, 4]",0.006507158279418945
test4,"[1, 4]",0.019662141799926758
test7,"[1, 4]",0.0005223751068115234
test1,"[1, 4]",0.00022649765014648438
test1_bio,"[1, 4]",0.0002143383026123047
test4_bio,"[1, 4]",0.08654236793518066
test5_bio,"[1, 4]",0.029356956481933594
test6_bio,"[1, 4]",7.488173484802246
test7_bio,"[1, 4]",0.037186384201049805
test2_bio,"[1, 4]",0.00662994384765625
md5_opt_all_8_4_nc,"[1, 11]",0.7828319072723389
md5_opt_all_12_4_nc,"[1, 11]",0.534919261932373
md5_opt_ExceptXORXNOR_12_4_nc,"[1, 11]",33.9556770324707
md5_opt_all_20_4_nc,"[1, 11]",1.338334083557129
md5_opt_ExceptXORXNOR_20_4_nc,"[1, 11]",39.94388771057129
4input_1125,"[1, 6]",0.863884687423706
4input_1340,"[1, 6]",0.9445056915283203
4input_1767,"[1, 6]",0.7555749416351318
4input_2064,"[1, 6]",1.509751558303833
4input_2345,"[1, 6]",0.947098970413208
4input_2956,"[1, 6]",0.5966384410858154
4input_3310,"[1, 6]",0.7243509292602539
4input_3857,"[1, 6]",2.3569891452789307
