Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '383', '385', 'b', 'c'], '380': ['380', '384', '387', '388', '390', '391', 'a', 'out'], '386': ['386', '389', 'd']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '380', '382', 'b', 'c', '379', '381'], '383': ['383', '385', '386', '387', '388', '389', 'a', 'd'], '384': ['384', '390', '391', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '383', '384', 'b', 'c'], '382': ['382', '385', '386', '387', '388', '389', 'a', 'd'], '390': ['390', '391', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '385', 'b', 'c'], '381': ['381', '384', '387', '388', '390', '391', 'a', 'out'], '386': ['386', '389', 'd']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '383', '385', 'b', 'c'], '380': ['380', '384', '390', '391', 'out'], '386': ['386', '387', '388', '389', 'a', 'd']})"
4,"defaultdict(<class 'list'>, {'378': ['378', 'b'], '379': ['379', '382', '383', '385', '386', '389', 'd', 'c'], '380': ['380'], '381': ['381', '384', '387', '388', '390', '391', 'a', 'out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '383', '385', 'b', 'c'], '380': ['380'], '384': ['384', '390', '391', 'out'], '386': ['386', '387', '388', '389', 'a', 'd']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '380', '382', 'b', 'c'], '379': ['379'], '381': ['381', '384', '390', '391', 'out'], '383': ['383', '385', '386', '387', '388', '389', 'a', 'd']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', '384', 'b', 'c'], '383': ['383'], '385': ['385', '386', '387', '388', '389', '390', 'a', 'd'], '391': ['391', 'out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '383', '384', 'b', 'c'], '382': ['382'], '385': ['385', '386', '387', '388', '389', 'a', 'd'], '390': ['390', '391', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '382', '383', '385', '386', '389', 'd', 'c'], '380': ['380'], '381': ['381', '384', '387', '388', '390', '391', 'a', 'out'], 'b': ['b']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '380', '382', 'b', 'c'], '379': ['379'], '381': ['381'], '383': ['383', '385', '386', '387', '388', '389', 'a', 'd'], '384': ['384', '390', '391', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '382', '383', '385', '389', 'b', 'd'], '379': ['379', 'c'], '380': ['380'], '381': ['381'], '384': ['384', '386', '387', '388', '390', '391', 'a', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '385', 'b', 'c'], '381': ['381'], '384': ['384'], '386': ['386', '389', 'd'], '387': ['387', '388', '390', '391', 'a', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '381', '382', '383', '385', 'b', 'c'], '380': ['380', '384', '387', '388', '390', '391', 'a', 'out'], '386': ['386'], '389': ['389'], 'd': ['d']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '383', '384', 'b', 'c'], '382': ['382'], '385': ['385', '386', '387', '388', '389', 'a', 'd'], '390': ['390'], '391': ['391'], 'out': ['out']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '382', '383', '385', '389', 'b', 'd'], '379': ['379', 'c'], '380': ['380'], '381': ['381'], '384': ['384'], '386': ['386', '387', '388', '390', '391', 'a', 'out']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '382', '383', '385', '389', 'b', 'd'], '379': ['379'], '380': ['380'], '381': ['381'], '384': ['384'], '386': ['386', '387', '388', '390', '391', 'a', 'out'], 'c': ['c']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '385', 'b', 'c'], '381': ['381'], '384': ['384'], '386': ['386'], '387': ['387', '388', '390', '391', 'a', 'out'], '389': ['389'], 'd': ['d']})"
8,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '384', '387', '388', '390', '391', 'a', 'out'], '382': ['382'], '383': ['383', '385', '386', '389', 'd'], 'b': ['b'], 'c': ['c']})"
8,"defaultdict(<class 'list'>, {'378': ['378', '380', '382', 'b', 'c'], '379': ['379'], '381': ['381'], '383': ['383', '385', '386', '387', '388', '389', 'a', 'd'], '384': ['384'], '390': ['390'], '391': ['391'], 'out': ['out']})"
9,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383', '385', '386', '387', '388', '389', 'a', 'd'], '384': ['384', '390', '391', 'out'], 'b': ['b'], 'c': ['c']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385', '386', '387', '388', '389', '390', 'a', 'd'], '391': ['391', 'out'], 'b': ['b'], 'c': ['c']})"
11,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384', '390', '391', 'out'], '385': ['385'], '386': ['386', '387', '388', '389', 'a', 'd'], 'b': ['b'], 'c': ['c']})"
12,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', '384', '387', '388', '390', '391', 'a', 'out'], '381': ['381'], '382': ['382'], '383': ['383'], '385': ['385'], '386': ['386'], '389': ['389'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
12,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385', '386', '387', '388', '389', '390', 'a', 'd'], '391': ['391'], 'b': ['b'], 'c': ['c'], 'out': ['out']})"
12,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '384', '387', '388', '390', '391', 'a', 'out'], '382': ['382'], '383': ['383'], '385': ['385'], '386': ['386'], '389': ['389'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
12,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383', '385', '386', '387', '388', '389', 'a', 'd'], '384': ['384'], '390': ['390'], '391': ['391'], 'b': ['b'], 'c': ['c'], 'out': ['out']})"
13,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385', '386', '387', '388', '389', 'a', 'd'], '390': ['390'], '391': ['391'], 'b': ['b'], 'c': ['c'], 'out': ['out']})"
13,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386', '387', '388', '390', '391', 'a', 'out'], '389': ['389'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
14,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387', '388', '390', '391', 'a', 'out'], '389': ['389'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
14,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386', '387', '388', '389', 'a', 'd'], '390': ['390'], '391': ['391'], 'b': ['b'], 'c': ['c'], 'out': ['out']})"
