Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'378': ['378', '383', '386', 'b', '384'], '379': ['379', '380', '382', '392', '393', 'c', 'd', 'out'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '380', '381', '386', '387', 'a', 'b', 'c'], '379': ['379', '382', '384', '385', '390', 'd'], '383': ['383'], '388': ['388', '389', '391', '392', '393', 'out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '380', '383', '386', 'b', 'c'], '379': ['379', '382', '392', '393', 'd', 'out'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '384': ['384']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '386', 'b'], '379': ['379', '380', '382', '392', '393', 'c', 'd', 'out'], '381': ['381', '384', '385', '387', '388', '389', '390', 'a'], '391': ['391']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381', '387', 'a'], '383': ['383', '384'], '385': ['385', '388', '389', '391', '392', '393', 'out', '390']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381', '387', '388', 'a'], '383': ['383'], '384': ['384', '385', '389', '390', '391', '392', '393', 'out']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '383', '386', 'b'], '379': ['379', '380', '382', '392', '393', 'c', 'd', 'out'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '384': ['384']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '384', 'b', 'd', '380'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '386': ['386'], '392': ['392', '393', 'out'], 'c': ['c']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '381', '386', '387', '388', 'a', 'b', 'c'], '379': ['379', '382', '384', '385', '392', '393', 'd', 'out'], '380': ['380', '383'], '389': ['389'], '390': ['390'], '391': ['391']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '381', '386', '387', '388', 'a', 'b', 'c'], '379': ['379', '382', '392', '393', 'd', 'out', '390', '391'], '380': ['380', '383'], '384': ['384'], '385': ['385'], '389': ['389']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381'], '383': ['383', '384'], '385': ['385', '388', '389', '391', '392', '393', 'out', '390'], '387': ['387'], 'a': ['a']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381'], '383': ['383'], '384': ['384'], '385': ['385', '388', '389', '391', '392', '393', 'out', '390'], '387': ['387'], 'a': ['a']})"
7,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '382', '392', '393', 'c', 'd', 'out'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '383': ['383'], '384': ['384'], '386': ['386'], 'b': ['b']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '384', 'b', 'd', '380'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '386': ['386'], '392': ['392'], '393': ['393'], 'c': ['c'], 'out': ['out']})"
7,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '382', '392', '393', 'c', 'd', 'out'], '381': ['381', '384', '385', '387', '388', '389', '390', 'a'], '383': ['383'], '386': ['386'], '391': ['391'], 'b': ['b']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '381', '386', '387', '388', 'a', 'b', 'c'], '379': ['379', '382', '392', '393', 'd', 'out', '390', '391'], '380': ['380'], '383': ['383'], '384': ['384'], '385': ['385'], '389': ['389']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '381', '386', '387', '388', 'a', 'b', 'c'], '379': ['379', '382', '384', '385', '392', '393', 'd', 'out'], '380': ['380'], '383': ['383'], '389': ['389'], '390': ['390'], '391': ['391']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381'], '383': ['383'], '384': ['384', '385', '389', '390', '391', '392', '393', 'out'], '387': ['387'], '388': ['388'], 'a': ['a']})"
8,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '384', 'b', 'd'], '380': ['380'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '386': ['386'], '392': ['392'], '393': ['393'], 'c': ['c'], 'out': ['out']})"
9,"defaultdict(<class 'list'>, {'378': ['378', '380', '381', '386', '387', 'a', 'b', 'c'], '379': ['379'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '388': ['388', '389', '391', '392', '393', 'out'], '390': ['390'], 'd': ['d']})"
9,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381'], '383': ['383'], '384': ['384'], '385': ['385'], '387': ['387'], '388': ['388', '389', '391', '392', '393', 'out'], '390': ['390'], 'a': ['a']})"
9,"defaultdict(<class 'list'>, {'378': ['378', '380', '383', '386', 'b', 'c'], '379': ['379'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '382': ['382'], '384': ['384'], '392': ['392'], '393': ['393'], 'd': ['d'], 'out': ['out']})"
9,"defaultdict(<class 'list'>, {'378': ['378', '381', '386', '387', '388', 'a', 'b', 'c'], '379': ['379', '382', '392', '393', 'd', 'out'], '380': ['380'], '383': ['383'], '384': ['384'], '385': ['385'], '389': ['389'], '390': ['390'], '391': ['391']})"
14,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '382', '384', '385', '392', '393', 'd', 'out'], '380': ['380'], '381': ['381'], '383': ['383'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '391': ['391'], 'a': ['a'], 'b': ['b'], 'c': ['c']})"
14,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '386', 'b', 'c', 'd'], '381': ['381'], '383': ['383'], '384': ['384'], '385': ['385'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '391': ['391'], '392': ['392'], '393': ['393'], 'a': ['a'], 'out': ['out']})"
14,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '385', '387', '388', '389', '390', '391', 'a'], '382': ['382'], '383': ['383'], '384': ['384'], '386': ['386'], '392': ['392'], '393': ['393'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'out': ['out']})"
14,"defaultdict(<class 'list'>, {'378': ['378', '381', '386', '387', '388', 'a', 'b', 'c'], '379': ['379'], '380': ['380'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '389': ['389'], '390': ['390'], '391': ['391'], '392': ['392'], '393': ['393'], 'd': ['d'], 'out': ['out']})"
14,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379', '380', '382', '392', '393', 'c', 'd', 'out'], '381': ['381'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '391': ['391'], 'a': ['a'], 'b': ['b']})"
16,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388', '389', '391', '392', '393', 'out'], '390': ['390'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
21,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], '391': ['391'], '392': ['392'], '393': ['393'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'out': ['out']})"
