Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,1097,6567,5469,0.8328003654636821
10,1097,6567,5469,0.8328003654636821
20,1098,6567,5468,0.8326480889294959
30,1098,6567,5468,0.8326480889294959
40,1097,6653,5555,0.8349616714264242
50,1096,6643,5546,0.8348637663706157
60,1097,6653,5555,0.8349616714264242
70,1097,6653,5555,0.8349616714264242
80,1095,6643,5547,0.8350143007677254
90,1097,6567,5469,0.8328003654636821
100,1098,6567,5468,0.8326480889294959
110,1096,6643,5546,0.8348637663706157
120,1097,6653,5555,0.8349616714264242
130,1096,6567,5470,0.8329526419978681
140,1098,6567,5468,0.8326480889294959
150,1098,6567,5468,0.8326480889294959
160,1097,6653,5555,0.8349616714264242
170,1096,6567,5470,0.8329526419978681
180,1098,6567,5468,0.8326480889294959
190,1099,6653,5553,0.8346610551630843
200,1099,6643,5543,0.8344121631792865
210,1099,6643,5543,0.8344121631792865
220,1097,6653,5555,0.8349616714264242
230,1098,6653,5554,0.8348113632947542
240,1097,6567,5469,0.8328003654636821
250,1097,6643,5545,0.834713231973506
260,1097,6567,5469,0.8328003654636821
270,1098,6653,5554,0.8348113632947542
280,1098,6653,5554,0.8348113632947542
290,1096,6643,5546,0.8348637663706157
300,1098,6653,5554,0.8348113632947542
310,1096,6567,5470,0.8329526419978681
320,1101,6653,5551,0.8343604388997444
330,1097,6567,5469,0.8328003654636821
340,1100,6653,5552,0.8345107470314144
350,1102,6653,5550,0.8342101307680746
360,1096,6643,5546,0.8348637663706157
370,1096,6643,5546,0.8348637663706157
380,1096,6643,5546,0.8348637663706157
390,1099,6653,5553,0.8346610551630843
400,1096,6643,5546,0.8348637663706157
410,1096,6643,5546,0.8348637663706157
420,1099,6653,5553,0.8346610551630843
430,1097,6567,5469,0.8328003654636821
440,1096,6643,5546,0.8348637663706157
450,1096,6643,5546,0.8348637663706157
460,1099,6653,5553,0.8346610551630843
470,1099,6653,5553,0.8346610551630843
480,1096,6567,5470,0.8329526419978681
490,1097,6567,5469,0.8328003654636821
500,1099,6643,5543,0.8344121631792865
510,289,6653,6363,0.9564106418157222
520,286,6653,6366,0.956861566210732
530,1098,6567,5468,0.8326480889294959
540,1098,6567,5468,0.8326480889294959
550,1097,6567,5469,0.8328003654636821
560,1095,6643,5547,0.8350143007677254
570,1097,6567,5469,0.8328003654636821
580,1096,6643,5546,0.8348637663706157
590,1096,6643,5546,0.8348637663706157
600,1096,6643,5546,0.8348637663706157
610,1096,6643,5546,0.8348637663706157
620,237,6653,6415,0.9642266646625582
630,237,6653,6415,0.9642266646625582
640,231,6653,6421,0.9651285134525778
650,1096,6643,5546,0.8348637663706157
660,1096,6643,5546,0.8348637663706157
670,1097,6643,5545,0.834713231973506
680,1098,6567,5468,0.8326480889294959
690,208,6653,6444,0.9685856004809861
700,1097,6567,5469,0.8328003654636821
710,1099,6643,5543,0.8344121631792865
720,1098,6643,5544,0.8345626975763962
730,187,6653,6465,0.9717420712460544
740,1098,6643,5544,0.8345626975763962
750,1096,6567,5470,0.8329526419978681
760,172,6653,6480,0.9739966932211033
770,1098,6643,5544,0.8345626975763962
780,1099,6643,5543,0.8344121631792865
790,1099,6643,5543,0.8344121631792865
800,145,6653,6507,0.9780550127761912
810,1098,6567,5468,0.8326480889294959
820,137,6653,6515,0.9792574778295505
830,1099,6643,5543,0.8344121631792865
840,122,6653,6530,0.9815120998045994
850,118,6653,6534,0.9821133323312792
860,112,6653,6540,0.9830151811212987
870,103,6653,6549,0.984367954306328
880,1105,6643,5537,0.8335089567966281
890,86,6653,6566,0.9869231925447167
900,83,6653,6569,0.9873741169397264
910,1104,6643,5538,0.8336594911937377
920,1098,6567,5468,0.8326480889294959
930,1105,6643,5537,0.8335089567966281
940,1105,6643,5537,0.8335089567966281
950,1106,6643,5536,0.8333584223995183
960,1106,6643,5536,0.8333584223995183
970,39,6653,6613,0.993987674733203
980,1104,6643,5538,0.8336594911937377
990,1105,6643,5537,0.8335089567966281
1000,1097,6567,5469,0.8328003654636821
1010,20,6653,6632,0.9968435292349316
1020,1105,6643,5537,0.8335089567966281
1030,11,6653,6641,0.9981963024199609
1040,1,6653,6651,0.9996993837366601
1050,1097,6567,5469,0.8328003654636821
1060,1096,6567,5470,0.8329526419978681
1070,1105,6643,5537,0.8335089567966281
1080,3,6653,6649,0.9993987674733203
1090,1105,6643,5537,0.8335089567966281
1100,1096,6577,5480,0.833206629162232
1110,1097,6584,5486,0.833232077764277
1120,1097,6589,5491,0.8333586280163909
1130,3,6653,6649,0.9993987674733203
1140,1105,6643,5537,0.8335089567966281
1150,1104,6643,5538,0.8336594911937377
1160,1097,6615,5517,0.8340136054421768
1170,1104,6643,5538,0.8336594911937377
1180,1105,6643,5537,0.8335089567966281
1190,1105,6643,5537,0.8335089567966281
1200,2,6653,6650,0.9995490756049902
1210,506,6676,6169,0.9240563211503895
1220,523,6688,6164,0.9216507177033493
1230,3,6659,6655,0.9993993092055864
1240,1105,6643,5537,0.8335089567966281
1250,3,6676,6672,0.9994008388256441
1260,3,6685,6681,0.9994016454749439
1270,3,6693,6689,0.9994023606753324
1280,1105,6670,5564,0.8341829085457272
1290,1105,6678,5572,0.8343815513626834
1300,1105,6686,5580,0.8345797188154352
1310,627,6773,6145,0.9072789015207441
1320,1105,6707,5601,0.8350976591620695
1330,654,6793,6138,0.9035772118357133
1340,1104,6724,5619,0.8356632956573469
1350,1105,6729,5623,0.8356367959577946
1360,1105,6736,5630,0.8358076009501187
1370,707,6829,6121,0.8963244984624396
1380,1105,6749,5643,0.8361238702029931
1390,43,6787,6743,0.993517017828201
1400,39,6793,6753,0.9941115854556161
1410,733,6863,6129,0.8930496867259216
1420,1105,6780,5674,0.8368731563421828
1430,1105,6788,5682,0.8370654095462581
1440,73,6828,6754,0.989162272993556
1450,745,6903,6157,0.8919310444734173
1460,68,6844,6775,0.9899181765049678
1470,64,6848,6783,0.9905081775700935
1480,1104,6827,5722,0.8381426688149992
