Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,1115,6128,5012,0.8178851174934726
100,1709,6128,4418,0.7209530026109661
200,1709,6128,4418,0.7209530026109661
300,1711,6128,4416,0.720626631853786
400,1708,6158,4449,0.7224748294900942
500,1727,6369,4641,0.7286858219500707
600,1735,6621,4885,0.7378039571061773
700,1740,6874,5133,0.7467267966249637
800,1741,7090,5348,0.7543018335684062
900,1767,7259,5491,0.7564402810304449
1000,1867,7459,5591,0.7495642847566698
1100,1967,7659,5691,0.7430473952213082
1200,1974,7859,5884,0.7486957628196972
1300,1974,8059,6084,0.7549323737436406
1400,1989,8261,6271,0.7591090666989468
1500,2020,8486,6465,0.7618430355880274
1600,2044,8708,6663,0.7651584749655489
1700,2072,8929,6856,0.7678351439130922
1800,2101,9138,7036,0.7699715473845481
1900,2205,9315,7109,0.7631776704240473
2000,2326,9478,7151,0.7544840683688542
2100,2379,9669,7289,0.7538525183576378
2200,2426,9870,7443,0.7541033434650456
2300,2470,10071,7600,0.7546420415053123
2400,2512,10273,7760,0.7553781758006425
2500,2565,10467,7901,0.7548485717015382
2600,2616,10670,8053,0.7547328959700094
2700,1216,10871,9654,0.8880507772973968
2800,1218,11071,9852,0.8898925119682052
2900,1221,11273,10051,0.8915993967887874
3000,1223,11476,10252,0.8933426280934124
3100,1226,11683,10456,0.8949756055807584
3200,1,11884,11882,0.9998317064961293
3300,1,12083,12081,0.9998344781925018
3400,2,12292,12289,0.9997559388219981
3500,1,12482,12480,0.9998397692677455
3600,0,12652,12651,0.9999209611128675
3700,0,12851,12850,0.9999221850439655
3800,1,13053,13051,0.9998467785183482
3900,1,13257,13255,0.9998491363053481
4000,-1,13460,13460,1.0
