Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,721,6510,5788,0.8890937019969278
200,693,6510,5816,0.893394777265745
400,527,6652,6124,0.920625375826819
600,1091,6713,5621,0.8373305526590198
800,555,6510,5954,0.9145929339477726
1000,517,6510,5992,0.9204301075268817
1200,1091,6713,5621,0.8373305526590198
1400,1092,6744,5651,0.8379300118623962
1600,975,6980,6004,0.8601719197707737
1800,991,7049,6057,0.8592708185558235
2000,692,7158,6465,0.9031852472757753
2200,1153,7276,6122,0.8413963716327653
2400,1180,7387,6206,0.8401245431162854
2600,1224,7595,6370,0.8387096774193549
2800,1003,7594,6590,0.8677903608111667
3000,1119,7717,6597,0.8548658805235195
3200,1127,7854,6726,0.8563789152024446
3400,1187,7989,6801,0.851295531355614
3600,1218,8126,6907,0.8499876938222988
3800,1212,8236,7023,0.8527197668771248
4000,1345,8389,7043,0.8395517940159734
