Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,1112,6510,5397,0.8290322580645161
100,1112,6510,5397,0.8290322580645161
200,1112,6510,5397,0.8290322580645161
300,2402,6652,4249,0.638755261575466
400,2402,6652,4249,0.638755261575466
500,2401,6652,4250,0.6389055923030668
600,1101,6713,5611,0.8358409057053479
700,1111,6652,5540,0.8328322309079976
800,1110,6510,5399,0.8293394777265745
900,1101,6713,5611,0.8358409057053479
1000,1110,6510,5399,0.8293394777265745
1100,1102,6713,5610,0.8356919410099807
1200,1101,6713,5611,0.8358409057053479
1300,1111,6720,5608,0.8345238095238096
1400,1103,6744,5640,0.8362989323843416
1500,1111,6899,5787,0.8388172198869401
1600,1112,6980,5867,0.8405444126074498
1700,1111,7066,5954,0.8426266628927257
1800,1114,7049,5934,0.8418215349694992
1900,1118,7093,5974,0.8422388270125476
2000,1120,7158,6037,0.8433920089410449
2100,1110,7336,6225,0.8485550708833152
2200,1120,7276,6155,0.8459318306761957
2300,1108,7330,6221,0.8487039563437926
2400,1110,7387,6276,0.8496006497901719
2500,1130,7439,6308,0.8479634359456917
