Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
6000,3883,9710,5826,0.6
6100,4417,9716,5298,0.5452861259777686
6200,4331,9842,5510,0.5598455598455598
6300,3904,9904,5999,0.6057148626817448
6400,3925,9965,6039,0.6060210737581535
6500,4429,10024,5594,0.5580606544293695
6600,4460,10083,5622,0.5575721511454924
6700,4022,10154,6131,0.6038014575536734
6800,4747,10131,5383,0.5313394531635574
6900,8892,10286,1393,0.135426793700175
7000,4815,10254,5438,0.5303296274624537
7100,9015,10423,1407,0.13498992612491606
7200,9072,10488,1415,0.1349160945842868
7300,9131,10553,1421,0.1346536529896712
7400,4750,10595,5844,0.5515809344030203
7500,4262,10678,6415,0.6007679340700506
7600,4815,10723,5907,0.5508719574745873
7700,4330,10805,6474,0.5991670522906062
7800,4356,10873,6516,0.599282626689966
7900,4896,10925,6028,0.5517620137299771
8000,4937,10991,6053,0.5507233190792467
8100,4356,11070,6713,0.6064137308039748
8200,7103,11126,4022,0.361495595901492
8300,7146,11191,4044,0.3613618085961934
8400,7193,11255,4061,0.36081741448245225
8500,5249,11199,5949,0.5312081435842486
8600,5150,11383,6232,0.5474830888166564
8700,5191,11448,6256,0.546470999301188
8800,5343,11389,6045,0.5307753095091755
8900,5257,11576,6318,0.5457843814789219
9000,5291,11640,6348,0.545360824742268
9100,2268,11717,9448,0.8063497482290689
9200,5370,11770,6399,0.5436703483432456
9300,5392,11836,6443,0.5443562014193984
9400,5527,11771,6243,0.5303712513805114
9500,5456,11968,6511,0.5440340909090909
9600,2282,12037,9754,0.810334801030157
9700,5628,11966,6337,0.5295838208256728
9800,8295,12175,3879,0.31860369609856265
9900,6236,12235,5998,0.4902329382917859
10000,5714,12162,6447,0.5300937345831278
