Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,6420,6510,89,0.013671274961597542
100,6420,6510,89,0.013671274961597542
200,6420,6510,89,0.013671274961597542
300,6552,6652,99,0.014882742032471438
400,6552,6652,99,0.014882742032471438
500,6552,6652,99,0.014882742032471438
600,6571,6713,141,0.021004022046774914
700,6552,6652,99,0.014882742032471438
800,6420,6510,89,0.013671274961597542
900,6571,6713,141,0.021004022046774914
1000,6420,6510,89,0.013671274961597542
1100,6571,6713,141,0.021004022046774914
1200,6571,6713,141,0.021004022046774914
1300,6642,6720,77,0.011458333333333333
1400,6601,6744,142,0.021055753262158958
1500,6821,6899,77,0.011161037831569793
1600,6902,6980,77,0.011031518624641834
1700,6988,7066,77,0.010897254457967733
1800,6899,7049,149,0.021137750035466023
1900,6973,7093,119,0.016777104187226843
2000,7035,7158,122,0.017043867001955853
2100,7314,7336,21,0.0028625954198473282
2200,7118,7276,157,0.021577789994502473
2300,7185,7330,144,0.019645293315143246
2400,7242,7387,144,0.01949370515770949
2500,7345,7439,93,0.012501680333378142
2600,7573,7595,21,0.0027649769585253456
2700,7626,7648,21,0.0027458158995815897
2800,7494,7594,99,0.01303660784830129
2900,7504,7659,154,0.020107063585324454
3000,7615,7717,101,0.013087987559932616
3100,7843,7867,23,0.002923604931994407
3200,7631,7854,222,0.02826585179526356
3300,7536,7923,386,0.048718919601161176
3400,7597,7989,391,0.048942295656527725
3500,7974,8040,65,0.00808457711442786
3600,7730,8126,395,0.04860940191976372
3700,8191,8215,23,0.002799756542909312
3800,8162,8236,73,0.008863525983487129
3900,8227,8302,74,0.008913514815707058
4000,8365,8389,23,0.0027416855405888664
4100,8352,8439,86,0.010190780898210688
4200,8126,8518,391,0.0459027940831181
4300,8190,8584,393,0.045782851817334574
4400,8506,8640,133,0.015393518518518518
4500,8663,8687,23,0.002647634396224243
4600,8721,8745,23,0.0026300743281875358
4700,8438,8842,403,0.04557792354670889
4800,8845,8869,23,0.002593302514375916
4900,8567,8972,404,0.04502897904592064
5000,8885,9032,146,0.016164747564216122
5100,9040,9064,23,0.002537511032656664
5200,9104,9128,23,0.0025197195442594215
5300,9083,9236,152,0.01645734084019056
5400,9236,9260,23,0.002483801295896328
5500,9213,9372,158,0.01685872812633376
5600,9275,9439,163,0.017268778472295795
5700,9068,9502,433,0.04556935382024837
5800,9497,9521,23,0.002415712635227392
5900,9565,9589,23,0.002398581708207321
6000,9261,9710,448,0.04613800205973224
6100,9692,9716,23,0.0023672293124742693
6200,9671,9842,170,0.017272912009754116
6300,9440,9904,463,0.04674878836833603
6400,9499,9965,465,0.04666332162568992
6500,9849,10024,174,0.01735833998403831
6600,9908,10083,174,0.017256768818803926
6700,9670,10154,483,0.047567461099074254
6800,10107,10131,23,0.0022702595992498274
6900,9793,10286,492,0.04783200466653704
7000,10230,10254,23,0.002243027111371172
7100,9924,10423,498,0.04777895039815792
7200,9984,10488,503,0.04795957284515637
7300,10047,10553,505,0.047853690893584766
7400,10399,10595,195,0.018404907975460124
7500,10270,10678,407,0.038115752013485674
7600,10523,10723,199,0.018558239298703722
7700,10387,10805,417,0.03859324386857936
7800,10453,10873,419,0.03853582268003311
7900,10717,10925,207,0.018947368421052633
8000,10779,10991,211,0.019197525247930124
8100,10641,11070,428,0.038663053297199636
8200,10910,11126,215,0.01932410569836419
8300,10970,11191,220,0.019658654275757304
8400,11030,11255,224,0.0199022656597068
8500,11175,11199,23,0.002053754799535673
8600,11145,11383,237,0.020820521830800316
8700,11205,11448,242,0.02113906359189378
8800,11365,11389,23,0.0020194924927561682
8900,11324,11576,251,0.02168279198341396
9000,11387,11640,252,0.021649484536082474
9100,11124,11717,592,0.050524878381838355
9200,11508,11770,261,0.0221750212404418
9300,11570,11836,265,0.02238932071645826
9400,11747,11771,23,0.001953954634270665
9500,11700,11968,267,0.022309491978609625
9600,11750,12037,286,0.023760073107917255
9700,11942,11966,23,0.0019221126525154604
9800,11547,12175,627,0.05149897330595483
9900,12019,12235,215,0.017572537801389457
10000,12138,12162,23,0.0018911363262621279
10100,12205,12229,23,0.0018807752064764086
10200,11792,12438,645,0.05185721177038109
10300,11855,12502,646,0.05167173252279635
10400,12240,12557,316,0.025165246476069124
10500,12304,12623,318,0.025192109641131267
10600,12364,12687,322,0.025380310554110507
10700,12590,12614,23,0.001823370857777073
10800,12651,12675,23,0.001814595660749507
10900,12713,12737,23,0.0018057627384784486
11000,12775,12799,23,0.0017970153918274866
11100,12341,13018,676,0.05192809955446305
11200,12732,13074,341,0.026082300749579318
11300,12968,12992,23,0.001770320197044335
11400,12524,13217,692,0.052356813195127486
11500,12590,13284,693,0.0521680216802168
11600,12651,13350,698,0.052284644194756556
11700,13052,13409,356,0.026549332537847713
11800,13119,13477,357,0.026489574831193886
11900,13185,13543,357,0.026360481429520785
12000,12897,13613,715,0.05252332329391023
12100,7277,13533,6255,0.46220350254932385
12200,7322,13600,6277,0.4615441176470588
12300,13433,13802,368,0.026662802492392407
12400,13132,13869,736,0.05306799336650083
12500,13558,13928,369,0.026493394600804136
12600,7546,13885,6338,0.4564638098667627
12700,13308,14060,751,0.05341394025604552
12800,13744,14121,376,0.026627009418596418
12900,13427,14189,761,0.05363309606032842
13000,13490,14255,764,0.05359522974394949
13100,7822,14242,6419,0.4507091700603848
13200,7868,14309,6440,0.45006639178139635
13300,7935,14387,6451,0.4483909084590255
13400,14108,14507,398,0.027435031364169023
13500,13795,14576,780,0.05351262349066959
13600,13858,14642,783,0.053476301051768885
13700,13919,14705,785,0.05338320299217953
13800,13976,14769,792,0.05362583790371724
13900,7765,14814,7048,0.4757661671391927
14000,13925,14891,965,0.06480424417433349
14100,7885,14950,7064,0.4725083612040134
14200,14047,15021,973,0.06477598029425471
14300,13909,15084,1174,0.07783081410766375
14400,8062,15153,7090,0.4678941463736554
14500,14380,15219,838,0.05506275050923188
14600,8192,15288,7095,0.4640894819466248
14700,8258,15354,7095,0.4620945681906995
14800,14558,15420,861,0.055836575875486384
14900,14489,15484,994,0.06419529837251356
15000,8449,15554,7104,0.45673138742445674
15100,8515,15620,7104,0.4548015364916773
15200,8581,15686,7104,0.45288792553869694
15300,14729,15751,1021,0.06482128118849596
15400,8714,15820,7105,0.4491150442477876
15500,14975,15885,909,0.057223796033994336
15600,8846,15952,7105,0.44539869608826477
15700,13916,16017,2100,0.1311106948866829
15800,15157,16085,927,0.057631333540565745
15900,8964,16152,7187,0.44496037642397224
16000,15277,16218,940,0.057960291034652854
16100,15338,16286,947,0.05814810266486553
16200,15399,16352,952,0.05821917808219178
16300,11009,16418,5408,0.32939456693872576
16400,15522,16486,963,0.05841319907800558
16500,9220,16552,7331,0.44290720154664087
