Gate,InputSignals,OutputSignals
30319,"[{'LastGateID': '30315', 'Color': 'color1'}, {'LastGateID': '30318', 'Color': 'gray'}]","[{'NextGateID': '30320', 'Color': 'color0'}]"
30320,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '30319', 'Color': 'color0'}]","[{'NextGateID': '30321', 'Color': 'black'}]"
30322,"[{'LastGateID': '30307', 'Color': 'color3'}, {'LastGateID': '30316', 'Color': 'color4'}]","[{'NextGateID': '30323', 'Color': 'color0'}, {'NextGateID': '30328', 'Color': 'color2'}, {'NextGateID': '30339', 'Color': 'color1'}]"
30323,"[{'LastGateID': '30322', 'Color': 'color0'}]","[{'NextGateID': '30329', 'Color': 'color3'}, {'NextGateID': '30340', 'Color': 'color3'}]"
30324,"[{'LastGateID': '18370', 'Color': 'black'}, {'LastGateID': '18503', 'Color': 'black'}]","[{'NextGateID': '30326', 'Color': 'gray'}, {'NextGateID': '30340', 'Color': 'gray'}, {'NextGateID': '30341', 'Color': 'color4'}]"
30326,"[{'LastGateID': '30324', 'Color': 'gray'}, {'LastGateID': '30325', 'Color': 'black'}]","[{'NextGateID': '30327', 'Color': 'gray'}, {'NextGateID': '30329', 'Color': 'gray'}]"
30327,"[{'LastGateID': '30326', 'Color': 'gray'}]","[{'NextGateID': '30328', 'Color': 'color1'}]"
30329,"[{'LastGateID': '30323', 'Color': 'color3'}, {'LastGateID': '30326', 'Color': 'gray'}]","[{'NextGateID': '30332', 'Color': 'color0'}]"
30340,"[{'LastGateID': '30323', 'Color': 'color3'}, {'LastGateID': '30324', 'Color': 'gray'}]","[{'NextGateID': '30342', 'Color': 'color2'}]"
30328,"[{'LastGateID': '30322', 'Color': 'color2'}, {'LastGateID': '30327', 'Color': 'color1'}]","[{'NextGateID': '30330', 'Color': 'gray'}]"
30330,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30328', 'Color': 'gray'}]","[{'NextGateID': '30331', 'Color': 'gray'}]"
30331,"[{'LastGateID': '30330', 'Color': 'gray'}]","[{'NextGateID': '30332', 'Color': 'gray'}]"
30332,"[{'LastGateID': '30329', 'Color': 'color0'}, {'LastGateID': '30331', 'Color': 'gray'}]","[{'NextGateID': '30333', 'Color': 'gray'}]"
30333,"[{'LastGateID': '22226', 'Color': 'color4'}, {'LastGateID': '30332', 'Color': 'gray'}]","[{'NextGateID': '30334', 'Color': 'black'}]"
30335,"[{'LastGateID': '18371', 'Color': 'black'}, {'LastGateID': '18504', 'Color': 'black'}]","[{'NextGateID': '30337', 'Color': 'gray'}, {'NextGateID': '30350', 'Color': 'gray'}]"
30337,"[{'LastGateID': '30335', 'Color': 'gray'}, {'LastGateID': '30336', 'Color': 'black'}]","[{'NextGateID': '30338', 'Color': 'gray'}, {'NextGateID': '30343', 'Color': 'color0'}]"
30338,"[{'LastGateID': '30337', 'Color': 'gray'}]","[{'NextGateID': '30344', 'Color': 'gray'}]"
30344,"[{'LastGateID': '30338', 'Color': 'gray'}, {'LastGateID': '30341', 'Color': 'color3'}]","[{'NextGateID': '30345', 'Color': 'color2'}, {'NextGateID': '30350', 'Color': 'gray'}]"
30350,"[{'LastGateID': '30335', 'Color': 'gray'}, {'LastGateID': '30344', 'Color': 'gray'}]","[{'NextGateID': '30351', 'Color': 'color1'}, {'NextGateID': '30356', 'Color': 'color1'}, {'NextGateID': '30364', 'Color': 'color4'}]"
30339,"[{'LastGateID': '30322', 'Color': 'color1'}, {'LastGateID': '30325', 'Color': 'black'}]","[{'NextGateID': '30341', 'Color': 'color0'}]"
30341,"[{'LastGateID': '30324', 'Color': 'color4'}, {'LastGateID': '30339', 'Color': 'color0'}]","[{'NextGateID': '30344', 'Color': 'color3'}]"
30342,"[{'LastGateID': '30325', 'Color': 'black'}, {'LastGateID': '30340', 'Color': 'color2'}]","[{'NextGateID': '30343', 'Color': 'color1'}]"
30343,"[{'LastGateID': '30337', 'Color': 'color0'}, {'LastGateID': '30342', 'Color': 'color1'}]","[{'NextGateID': '30347', 'Color': 'gray'}]"
30345,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30344', 'Color': 'color2'}]","[{'NextGateID': '30346', 'Color': 'gray'}]"
30346,"[{'LastGateID': '30345', 'Color': 'gray'}]","[{'NextGateID': '30347', 'Color': 'gray'}]"
30347,"[{'LastGateID': '30343', 'Color': 'gray'}, {'LastGateID': '30346', 'Color': 'gray'}]","[{'NextGateID': '30348', 'Color': 'gray'}]"
30348,"[{'LastGateID': '18608', 'Color': 'color4'}, {'LastGateID': '30347', 'Color': 'gray'}]","[{'NextGateID': '30349', 'Color': 'black'}]"
30351,"[{'LastGateID': '30350', 'Color': 'color1'}]","[{'NextGateID': '30357', 'Color': 'gray'}, {'NextGateID': '30365', 'Color': 'color2'}]"
30355,"[{'LastGateID': '30354', 'Color': 'color0'}]","[{'NextGateID': '30357', 'Color': 'gray'}]"
30356,"[{'LastGateID': '30350', 'Color': 'color1'}, {'LastGateID': '30354', 'Color': 'color0'}]","[{'NextGateID': '30358', 'Color': 'gray'}]"
30357,"[{'LastGateID': '30351', 'Color': 'gray'}, {'LastGateID': '30355', 'Color': 'gray'}]","[{'NextGateID': '30358', 'Color': 'gray'}]"
30358,"[{'LastGateID': '30356', 'Color': 'gray'}, {'LastGateID': '30357', 'Color': 'gray'}]","[{'NextGateID': '30359', 'Color': 'black'}]"
30352,"[{'LastGateID': '18372', 'Color': 'black'}, {'LastGateID': '18505', 'Color': 'black'}]","[{'NextGateID': '30354', 'Color': 'color1'}, {'NextGateID': '30365', 'Color': 'gray'}, {'NextGateID': '30366', 'Color': 'color1'}]"
30365,"[{'LastGateID': '30351', 'Color': 'color2'}, {'LastGateID': '30352', 'Color': 'gray'}]","[{'NextGateID': '30367', 'Color': 'gray'}]"
30367,"[{'LastGateID': '30353', 'Color': 'black'}, {'LastGateID': '30365', 'Color': 'gray'}]","[{'NextGateID': '30368', 'Color': 'color0'}]"
30354,"[{'LastGateID': '30352', 'Color': 'color1'}, {'LastGateID': '30353', 'Color': 'black'}]","[{'NextGateID': '30355', 'Color': 'color0'}, {'NextGateID': '30356', 'Color': 'color0'}]"
30360,"[{'LastGateID': '18373', 'Color': 'black'}, {'LastGateID': '18506', 'Color': 'black'}]","[{'NextGateID': '30362', 'Color': 'gray'}, {'NextGateID': '30375', 'Color': 'gray'}]"
30362,"[{'LastGateID': '30360', 'Color': 'gray'}, {'LastGateID': '30361', 'Color': 'black'}]","[{'NextGateID': '30363', 'Color': 'color1'}, {'NextGateID': '30368', 'Color': 'color1'}]"
30375,"[{'LastGateID': '30360', 'Color': 'gray'}, {'LastGateID': '30369', 'Color': 'color3'}]","[{'NextGateID': '30376', 'Color': 'color0'}, {'NextGateID': '30381', 'Color': 'color2'}, {'NextGateID': '30392', 'Color': 'color5'}]"
30363,"[{'LastGateID': '30362', 'Color': 'color1'}]","[{'NextGateID': '30369', 'Color': 'color0'}]"
30364,"[{'LastGateID': '30350', 'Color': 'color4'}, {'LastGateID': '30353', 'Color': 'black'}]","[{'NextGateID': '30366', 'Color': 'gray'}]"
30366,"[{'LastGateID': '30352', 'Color': 'color1'}, {'LastGateID': '30364', 'Color': 'gray'}]","[{'NextGateID': '30369', 'Color': 'gray'}]"
30369,"[{'LastGateID': '30363', 'Color': 'color0'}, {'LastGateID': '30366', 'Color': 'gray'}]","[{'NextGateID': '30370', 'Color': 'color2'}, {'NextGateID': '30375', 'Color': 'color3'}]"
30368,"[{'LastGateID': '30362', 'Color': 'color1'}, {'LastGateID': '30367', 'Color': 'color0'}]","[{'NextGateID': '30372', 'Color': 'gray'}]"
30370,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30369', 'Color': 'color2'}]","[{'NextGateID': '30371', 'Color': 'gray'}]"
30371,"[{'LastGateID': '30370', 'Color': 'gray'}]","[{'NextGateID': '30372', 'Color': 'gray'}]"
30372,"[{'LastGateID': '30368', 'Color': 'gray'}, {'LastGateID': '30371', 'Color': 'gray'}]","[{'NextGateID': '30373', 'Color': 'gray'}]"
30373,"[{'LastGateID': '22226', 'Color': 'color4'}, {'LastGateID': '30372', 'Color': 'gray'}]","[{'NextGateID': '30374', 'Color': 'black'}]"
30376,"[{'LastGateID': '30375', 'Color': 'color0'}]","[{'NextGateID': '30382', 'Color': 'color4'}, {'NextGateID': '30393', 'Color': 'gray'}]"
30393,"[{'LastGateID': '30376', 'Color': 'gray'}, {'LastGateID': '30377', 'Color': 'color3'}]","[{'NextGateID': '30395', 'Color': 'gray'}]"
30395,"[{'LastGateID': '30378', 'Color': 'black'}, {'LastGateID': '30393', 'Color': 'gray'}]","[{'NextGateID': '30396', 'Color': 'color2'}]"
30377,"[{'LastGateID': '18374', 'Color': 'black'}, {'LastGateID': '18507', 'Color': 'black'}]","[{'NextGateID': '30379', 'Color': 'color2'}, {'NextGateID': '30393', 'Color': 'color3'}, {'NextGateID': '30394', 'Color': 'gray'}]"
30391,"[{'LastGateID': '30390', 'Color': 'color1'}]","[{'NextGateID': '30397', 'Color': 'gray'}]"
30392,"[{'LastGateID': '30375', 'Color': 'color5'}, {'LastGateID': '30378', 'Color': 'black'}]","[{'NextGateID': '30394', 'Color': 'gray'}]"
30394,"[{'LastGateID': '30377', 'Color': 'gray'}, {'LastGateID': '30392', 'Color': 'gray'}]","[{'NextGateID': '30397', 'Color': 'gray'}]"
30397,"[{'LastGateID': '30391', 'Color': 'gray'}, {'LastGateID': '30394', 'Color': 'gray'}]","[{'NextGateID': '30398', 'Color': 'color0'}, {'NextGateID': '30403', 'Color': 'color4'}]"
30379,"[{'LastGateID': '30377', 'Color': 'color2'}, {'LastGateID': '30378', 'Color': 'black'}]","[{'NextGateID': '30380', 'Color': 'gray'}, {'NextGateID': '30382', 'Color': 'gray'}]"
30380,"[{'LastGateID': '30379', 'Color': 'gray'}]","[{'NextGateID': '30381', 'Color': 'color1'}]"
30382,"[{'LastGateID': '30376', 'Color': 'color4'}, {'LastGateID': '30379', 'Color': 'gray'}]","[{'NextGateID': '30385', 'Color': 'color0'}]"
30381,"[{'LastGateID': '30375', 'Color': 'color2'}, {'LastGateID': '30380', 'Color': 'color1'}]","[{'NextGateID': '30383', 'Color': 'color0'}]"
30383,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30381', 'Color': 'color0'}]","[{'NextGateID': '30384', 'Color': 'color1'}]"
30384,"[{'LastGateID': '30383', 'Color': 'color1'}]","[{'NextGateID': '30385', 'Color': 'gray'}]"
30385,"[{'LastGateID': '30382', 'Color': 'color0'}, {'LastGateID': '30384', 'Color': 'gray'}]","[{'NextGateID': '30386', 'Color': 'gray'}]"
30386,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '30385', 'Color': 'gray'}]","[{'NextGateID': '30387', 'Color': 'black'}]"
30388,"[{'LastGateID': '18375', 'Color': 'black'}, {'LastGateID': '18508', 'Color': 'black'}]","[{'NextGateID': '30390', 'Color': 'gray'}, {'NextGateID': '30403', 'Color': 'color3'}]"
30390,"[{'LastGateID': '30388', 'Color': 'gray'}, {'LastGateID': '30389', 'Color': 'black'}]","[{'NextGateID': '30391', 'Color': 'color1'}, {'NextGateID': '30396', 'Color': 'gray'}]"
30396,"[{'LastGateID': '30390', 'Color': 'gray'}, {'LastGateID': '30395', 'Color': 'color2'}]","[{'NextGateID': '30400', 'Color': 'color0'}]"
30398,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30397', 'Color': 'color0'}]","[{'NextGateID': '30399', 'Color': 'color1'}]"
30399,"[{'LastGateID': '30398', 'Color': 'color1'}]","[{'NextGateID': '30400', 'Color': 'gray'}]"
30400,"[{'LastGateID': '30396', 'Color': 'color0'}, {'LastGateID': '30399', 'Color': 'gray'}]","[{'NextGateID': '30401', 'Color': 'gray'}]"
30401,"[{'LastGateID': '22226', 'Color': 'color2'}, {'LastGateID': '30400', 'Color': 'gray'}]","[{'NextGateID': '30402', 'Color': 'black'}]"
30403,"[{'LastGateID': '30388', 'Color': 'color3'}, {'LastGateID': '30397', 'Color': 'color4'}]","[{'NextGateID': '30404', 'Color': 'color2'}, {'NextGateID': '30412', 'Color': 'gray'}]"
30405,"[{'LastGateID': '18376', 'Color': 'black'}, {'LastGateID': 'Input Signal', 'Color': 'black'}]","[{'NextGateID': '30409', 'Color': 'gray'}]"
30406,"[{'LastGateID': 'Input Signal', 'Color': 'black'}, {'LastGateID': '18509', 'Color': 'black'}]","[{'NextGateID': '30409', 'Color': 'gray'}]"
30409,"[{'LastGateID': '30405', 'Color': 'gray'}, {'LastGateID': '30406', 'Color': 'gray'}]","[{'NextGateID': '30412', 'Color': 'gray'}]"
30412,"[{'LastGateID': '30403', 'Color': 'gray'}, {'LastGateID': '30409', 'Color': 'gray'}]","[{'NextGateID': '30413', 'Color': 'color0'}]"
30404,"[{'LastGateID': '30403', 'Color': 'color2'}]","[{'NextGateID': '30411', 'Color': 'gray'}]"
30410,"[{'LastGateID': '30407', 'Color': 'black'}, {'LastGateID': '30408', 'Color': 'color1'}]","[{'NextGateID': '30411', 'Color': 'gray'}]"
30411,"[{'LastGateID': '30404', 'Color': 'gray'}, {'LastGateID': '30410', 'Color': 'gray'}]","[{'NextGateID': '30415', 'Color': 'color0'}]"
30408,"[{'LastGateID': '18376', 'Color': 'black'}, {'LastGateID': '18509', 'Color': 'black'}]","[{'NextGateID': '30410', 'Color': 'color1'}]"
30413,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30412', 'Color': 'color0'}]","[{'NextGateID': '30414', 'Color': 'color1'}]"
30414,"[{'LastGateID': '30413', 'Color': 'color1'}]","[{'NextGateID': '30415', 'Color': 'gray'}]"
30415,"[{'LastGateID': '30411', 'Color': 'color0'}, {'LastGateID': '30414', 'Color': 'gray'}]","[{'NextGateID': '30416', 'Color': 'gray'}]"
30416,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '30415', 'Color': 'gray'}]","[{'NextGateID': '30417', 'Color': 'black'}]"
30419,"[{'LastGateID': '18121', 'Color': 'black'}, {'LastGateID': '18377', 'Color': 'black'}]","[{'NextGateID': '30420', 'Color': 'color0'}, {'NextGateID': '30423', 'Color': 'color2'}, {'NextGateID': '30430', 'Color': 'color1'}]"
30420,"[{'LastGateID': '30419', 'Color': 'color0'}]","[{'NextGateID': '30431', 'Color': 'color4'}]"
30421,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30418', 'Color': 'black'}]","[{'NextGateID': '30422', 'Color': 'color1'}]"
30422,"[{'LastGateID': '30421', 'Color': 'color1'}]","[{'NextGateID': '30423', 'Color': 'color0'}]"
30423,"[{'LastGateID': '30419', 'Color': 'color2'}, {'LastGateID': '30422', 'Color': 'color0'}]","[{'NextGateID': '30424', 'Color': 'color1'}]"
30424,"[{'LastGateID': '22226', 'Color': 'color2'}, {'LastGateID': '30423', 'Color': 'color1'}]","[{'NextGateID': '30425', 'Color': 'black'}]"
30426,"[{'LastGateID': '18122', 'Color': 'black'}, {'LastGateID': '18378', 'Color': 'black'}]","[{'NextGateID': '30428', 'Color': 'gray'}, {'NextGateID': '30437', 'Color': 'gray'}]"
30428,"[{'LastGateID': '30426', 'Color': 'gray'}, {'LastGateID': '30427', 'Color': 'black'}]","[{'NextGateID': '30429', 'Color': 'gray'}, {'NextGateID': '30430', 'Color': 'color0'}]"
30429,"[{'LastGateID': '30428', 'Color': 'gray'}]","[{'NextGateID': '30431', 'Color': 'gray'}]"
30431,"[{'LastGateID': '30420', 'Color': 'color4'}, {'LastGateID': '30429', 'Color': 'gray'}]","[{'NextGateID': '30434', 'Color': 'color2'}, {'NextGateID': '30437', 'Color': 'gray'}]"
30437,"[{'LastGateID': '30426', 'Color': 'gray'}, {'LastGateID': '30431', 'Color': 'gray'}]","[{'NextGateID': '30438', 'Color': 'color1'}, {'NextGateID': '30444', 'Color': 'color3'}]"
30430,"[{'LastGateID': '30419', 'Color': 'color1'}, {'LastGateID': '30428', 'Color': 'color0'}]","[{'NextGateID': '30432', 'Color': 'gray'}]"
30432,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30430', 'Color': 'gray'}]","[{'NextGateID': '30433', 'Color': 'gray'}]"
30433,"[{'LastGateID': '30432', 'Color': 'gray'}]","[{'NextGateID': '30434', 'Color': 'gray'}]"
30434,"[{'LastGateID': '30431', 'Color': 'color2'}, {'LastGateID': '30433', 'Color': 'gray'}]","[{'NextGateID': '30435', 'Color': 'gray'}]"
30435,"[{'LastGateID': '18608', 'Color': 'color4'}, {'LastGateID': '30434', 'Color': 'gray'}]","[{'NextGateID': '30436', 'Color': 'black'}]"
30438,"[{'LastGateID': '30437', 'Color': 'color1'}]","[{'NextGateID': '30443', 'Color': 'gray'}]"
30443,"[{'LastGateID': '30438', 'Color': 'gray'}, {'LastGateID': '30441', 'Color': 'color0'}]","[{'NextGateID': '30447', 'Color': 'gray'}]"
30446,"[{'LastGateID': '30445', 'Color': 'color2'}]","[{'NextGateID': '30447', 'Color': 'gray'}]"
30447,"[{'LastGateID': '30443', 'Color': 'gray'}, {'LastGateID': '30446', 'Color': 'gray'}]","[{'NextGateID': '30448', 'Color': 'gray'}]"
30448,"[{'LastGateID': '22226', 'Color': 'color3'}, {'LastGateID': '30447', 'Color': 'gray'}]","[{'NextGateID': '30449', 'Color': 'black'}]"
30439,"[{'LastGateID': '18123', 'Color': 'black'}, {'LastGateID': '18379', 'Color': 'black'}]","[{'NextGateID': '30441', 'Color': 'gray'}, {'NextGateID': '30450', 'Color': 'gray'}]"
30441,"[{'LastGateID': '30439', 'Color': 'gray'}, {'LastGateID': '30440', 'Color': 'black'}]","[{'NextGateID': '30442', 'Color': 'gray'}, {'NextGateID': '30443', 'Color': 'color0'}]"
30442,"[{'LastGateID': '30441', 'Color': 'gray'}]","[{'NextGateID': '30444', 'Color': 'gray'}]"
30444,"[{'LastGateID': '30437', 'Color': 'color3'}, {'LastGateID': '30442', 'Color': 'gray'}]","[{'NextGateID': '30445', 'Color': 'color1'}, {'NextGateID': '30450', 'Color': 'gray'}]"
30450,"[{'LastGateID': '30439', 'Color': 'gray'}, {'LastGateID': '30444', 'Color': 'gray'}]","[{'NextGateID': '30451', 'Color': 'color2'}, {'NextGateID': '30456', 'Color': 'color4'}]"
30445,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30444', 'Color': 'color1'}]","[{'NextGateID': '30446', 'Color': 'color2'}]"
30451,"[{'LastGateID': '30450', 'Color': 'color2'}]","[{'NextGateID': '30457', 'Color': 'gray'}]"
30454,"[{'LastGateID': '30452', 'Color': 'color1'}, {'LastGateID': '30453', 'Color': 'black'}]","[{'NextGateID': '30455', 'Color': 'color0'}, {'NextGateID': '30457', 'Color': 'gray'}]"
30457,"[{'LastGateID': '30451', 'Color': 'gray'}, {'LastGateID': '30454', 'Color': 'gray'}]","[{'NextGateID': '30458', 'Color': 'gray'}]"
30458,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30457', 'Color': 'gray'}]","[{'NextGateID': '30459', 'Color': 'gray'}]"
30459,"[{'LastGateID': '30458', 'Color': 'gray'}]","[{'NextGateID': '30460', 'Color': 'black'}]"
30452,"[{'LastGateID': '18124', 'Color': 'black'}, {'LastGateID': '18380', 'Color': 'black'}]","[{'NextGateID': '30454', 'Color': 'color1'}, {'NextGateID': '30461', 'Color': 'color2'}]"
30455,"[{'LastGateID': '30454', 'Color': 'color0'}]","[{'NextGateID': '30456', 'Color': 'gray'}]"
30456,"[{'LastGateID': '30450', 'Color': 'color4'}, {'LastGateID': '30455', 'Color': 'gray'}]","[{'NextGateID': '30460', 'Color': 'black'}, {'NextGateID': '30461', 'Color': 'gray'}]"
30461,"[{'LastGateID': '30452', 'Color': 'color2'}, {'LastGateID': '30456', 'Color': 'gray'}]","[{'NextGateID': '30462', 'Color': 'color1'}, {'NextGateID': '30468', 'Color': 'color3'}]"
30462,"[{'LastGateID': '30461', 'Color': 'color1'}]","[{'NextGateID': '30467', 'Color': 'gray'}]"
30467,"[{'LastGateID': '30462', 'Color': 'gray'}, {'LastGateID': '30465', 'Color': 'color0'}]","[{'NextGateID': '30471', 'Color': 'gray'}]"
30470,"[{'LastGateID': '30469', 'Color': 'color3'}]","[{'NextGateID': '30471', 'Color': 'gray'}]"
30471,"[{'LastGateID': '30467', 'Color': 'gray'}, {'LastGateID': '30470', 'Color': 'gray'}]","[{'NextGateID': '30472', 'Color': 'gray'}]"
30472,"[{'LastGateID': '18608', 'Color': 'color4'}, {'LastGateID': '30471', 'Color': 'gray'}]","[{'NextGateID': '30473', 'Color': 'black'}]"
30463,"[{'LastGateID': '18125', 'Color': 'black'}, {'LastGateID': '18381', 'Color': 'black'}]","[{'NextGateID': '30465', 'Color': 'gray'}, {'NextGateID': '30474', 'Color': 'gray'}]"
30465,"[{'LastGateID': '30463', 'Color': 'gray'}, {'LastGateID': '30464', 'Color': 'black'}]","[{'NextGateID': '30466', 'Color': 'gray'}, {'NextGateID': '30467', 'Color': 'color0'}]"
30466,"[{'LastGateID': '30465', 'Color': 'gray'}]","[{'NextGateID': '30468', 'Color': 'gray'}]"
30468,"[{'LastGateID': '30461', 'Color': 'color3'}, {'LastGateID': '30466', 'Color': 'gray'}]","[{'NextGateID': '30469', 'Color': 'color2'}, {'NextGateID': '30474', 'Color': 'gray'}]"
30474,"[{'LastGateID': '30463', 'Color': 'gray'}, {'LastGateID': '30468', 'Color': 'gray'}]","[{'NextGateID': '30475', 'Color': 'color1'}, {'NextGateID': '30481', 'Color': 'color1'}]"
30469,"[{'LastGateID': '28324', 'Color': 'color1'}, {'LastGateID': '30468', 'Color': 'color2'}]","[{'NextGateID': '30470', 'Color': 'color3'}]"
30475,"[{'LastGateID': '30474', 'Color': 'color1'}]","[{'NextGateID': '30480', 'Color': 'color0'}]"
30476,"[{'LastGateID': '18126', 'Color': 'black'}, {'LastGateID': '18382', 'Color': 'black'}]","[{'NextGateID': '30478', 'Color': 'gray'}, {'NextGateID': '30487', 'Color': 'gray'}]"
30478,"[{'LastGateID': '30476', 'Color': 'gray'}, {'LastGateID': '30477', 'Color': 'black'}]","[{'NextGateID': '30479', 'Color': 'color2'}, {'NextGateID': '30480', 'Color': 'color2'}]"
30487,"[{'LastGateID': '30476', 'Color': 'gray'}, {'LastGateID': '30481', 'Color': 'color5'}]","[{'NextGateID': '30488', 'Color': 'gray'}, {'NextGateID': '30494', 'Color': 'gray'}]"
30488,"[{'LastGateID': '30487', 'Color': 'gray'}]","[{'NextGateID': '30493', 'Color': 'color3'}]"
30494,"[{'LastGateID': '30487', 'Color': 'gray'}, {'LastGateID': '30492', 'Color': 'color0'}]","[{'NextGateID': '30495', 'Color': 'color1'}, {'NextGateID': '30500', 'Color': 'color4'}]"
30479,"[{'LastGateID': '30478', 'Color': 'color2'}]","[{'NextGateID': '30481', 'Color': 'color0'}]"
30480,"[{'LastGateID': '30475', 'Color': 'color0'}, {'LastGateID': '30478', 'Color': 'color2'}]","[{'NextGateID': '30484', 'Color': 'color1'}]"
30481,"[{'LastGateID': '30474', 'Color': 'color1'}, {'LastGateID': '30479', 'Color': 'color0'}]","[{'NextGateID': '30482', 'Color': 'color2'}, {'NextGateID': '30487', 'Color': 'color5'}]"
30482,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30481', 'Color': 'color2'}]","[{'NextGateID': '30483', 'Color': 'gray'}]"
