Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,3185,6510,3324,0.5105990783410138
100,3089,6510,3420,0.5253456221198156
200,3088,6510,3421,0.5254992319508448
300,2999,6652,3652,0.5490078171978352
400,2992,6652,3659,0.5500601322910403
500,2993,6652,3658,0.5499098015634396
600,3045,6713,3667,0.546253537911515
700,2967,6652,3684,0.5538184004810583
800,3043,6510,3466,0.5324116743471582
900,3004,6713,3708,0.5523610904215701
1000,3033,6510,3476,0.5339477726574501
1100,2981,6713,3731,0.5557872784150156
1200,2969,6713,3743,0.557574854759422
1300,3251,6720,3468,0.5160714285714286
1400,2967,6744,3776,0.5599051008303677
1500,3427,6899,3471,0.5031163936802435
1600,3483,6980,3496,0.5008595988538682
1700,3544,7066,3521,0.49830172657797905
1800,3241,7049,3807,0.5400766066108668
1900,3285,7093,3807,0.5367263499224587
2000,3341,7158,3816,0.5331098072087175
2100,3752,7336,3583,0.4884133042529989
2200,3436,7276,3839,0.5276250687190764
2300,3478,7330,3851,0.5253751705320601
2400,3513,7387,3873,0.5242994449708949
2500,3541,7439,3897,0.5238607339696195
2600,3824,7595,3770,0.49637919684002635
2700,3824,7648,3823,0.4998692468619247
2800,3652,7594,3941,0.5189623386884382
2900,3672,7659,3986,0.5204334769552161
3000,3764,7717,3952,0.5121161072955812
3100,4036,7867,3830,0.48684377780602517
3200,3824,7854,4029,0.512987012987013
3300,3883,7923,4039,0.5097816483655181
3400,3933,7989,4055,0.5075729127550381
3500,3978,8040,4061,0.5050995024875622
3600,4019,8126,4106,0.5052916564115186
