Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
10500,2627,2705,77,0.028465804066543438
10600,2450,2720,269,0.09889705882352941
10700,2634,2742,107,0.039022611232676876
10800,2544,2773,228,0.08222142084385142
10900,2665,2802,136,0.04853675945753034
11000,2686,2821,134,0.04750088621056363
11100,2715,2826,110,0.038924274593064405
11200,2777,2840,62,0.021830985915492956
11300,2767,2888,120,0.04155124653739612
11400,2799,2890,90,0.031141868512110725
11500,2812,2935,122,0.041567291311754684
