Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,1341,2149,807,0.3755234993020009
100,1129,2194,1064,0.48495897903372837
200,1335,2167,831,0.3834794646977388
300,1138,2184,1045,0.4784798534798535
400,1341,2149,807,0.3755234993020009
500,1335,2167,831,0.3834794646977388
600,1138,2184,1045,0.4784798534798535
700,1341,2149,807,0.3755234993020009
800,1139,2297,1157,0.5037004788855028
900,1335,2167,831,0.3834794646977388
1000,1278,2197,918,0.4178425125170687
1100,1138,2184,1045,0.4784798534798535
1200,1341,2149,807,0.3755234993020009
1300,1277,2156,878,0.4072356215213358
1400,1344,2178,833,0.3824609733700643
1500,1138,2184,1045,0.4784798534798535
1600,1344,2178,833,0.3824609733700643
1700,1129,2194,1064,0.48495897903372837
1800,1129,2194,1064,0.48495897903372837
1900,1278,2197,918,0.4178425125170687
2000,1335,2167,831,0.3834794646977388
2100,1341,2149,807,0.3755234993020009
2200,1129,2168,1038,0.47878228782287824
2300,1335,2167,831,0.3834794646977388
2400,1277,2156,878,0.4072356215213358
2500,1129,2168,1038,0.47878228782287824
2600,1278,2197,918,0.4178425125170687
2700,1344,2178,833,0.3824609733700643
2800,1344,2178,833,0.3824609733700643
2900,1277,2156,878,0.4072356215213358
3000,1335,2167,831,0.3834794646977388
3100,1130,2154,1023,0.47493036211699163
3200,1129,2168,1038,0.47878228782287824
3300,1344,2178,833,0.3824609733700643
3400,1335,2167,831,0.3834794646977388
3500,1341,2149,807,0.3755234993020009
3600,1139,2297,1157,0.5037004788855028
3700,1276,2156,879,0.4076994434137291
3800,1139,2297,1157,0.5037004788855028
3900,1335,2167,831,0.3834794646977388
4000,1276,2156,879,0.4076994434137291
4100,1136,2184,1047,0.4793956043956044
4200,1335,2167,831,0.3834794646977388
4300,1276,2156,879,0.4076994434137291
4400,1335,2167,831,0.3834794646977388
4500,1137,2184,1046,0.47893772893772896
4600,1335,2167,831,0.3834794646977388
4700,1129,2168,1038,0.47878228782287824
4800,1139,2297,1157,0.5037004788855028
4900,1276,2156,879,0.4076994434137291
5000,1137,2184,1046,0.47893772893772896
5100,1276,2156,879,0.4076994434137291
5200,1140,2297,1156,0.5032651284283849
5300,1136,2184,1047,0.4793956043956044
5400,1276,2156,879,0.4076994434137291
5500,1335,2167,831,0.3834794646977388
5600,1276,2156,879,0.4076994434137291
5700,1130,2154,1023,0.47493036211699163
5800,1138,2297,1158,0.5041358293426208
5900,1335,2167,831,0.3834794646977388
6000,1344,2178,833,0.3824609733700643
6100,1129,2184,1054,0.4826007326007326
6200,1341,2149,807,0.3755234993020009
6300,1133,2194,1060,0.4831358249772106
6400,1129,2184,1054,0.4826007326007326
6500,1278,2197,918,0.4178425125170687
6600,1129,2168,1038,0.47878228782287824
6700,1130,2154,1023,0.47493036211699163
6800,1335,2167,831,0.3834794646977388
6900,1127,2184,1056,0.4835164835164835
7000,1129,2194,1064,0.48495897903372837
7100,1130,2154,1023,0.47493036211699163
7200,1277,2156,878,0.4072356215213358
7300,1134,2168,1033,0.4764760147601476
7400,1130,2154,1023,0.47493036211699163
7500,1278,2197,918,0.4178425125170687
7600,1129,2194,1064,0.48495897903372837
7700,1341,2149,807,0.3755234993020009
7800,1129,2194,1064,0.48495897903372837
7900,1140,2297,1156,0.5032651284283849
8000,1278,2197,918,0.4178425125170687
8100,1128,2184,1055,0.48305860805860806
8200,1344,2178,833,0.3824609733700643
8300,1139,2297,1157,0.5037004788855028
8400,1132,2202,1069,0.4854677565849228
8500,1341,2231,889,0.39847601972209773
8600,1131,2258,1126,0.49867139061116034
8700,1344,2280,935,0.4100877192982456
8800,1344,2314,969,0.4187554019014693
8900,1132,2352,1219,0.51828231292517
9000,1344,2378,1033,0.4343986543313709
9100,1344,2404,1059,0.44051580698835274
9200,1346,2412,1065,0.44154228855721395
9300,1131,2441,1309,0.5362556329373208
9400,1131,2462,1330,0.5402112103980503
9500,1351,2481,1129,0.4550584441757356
9600,1143,2486,1342,0.5398230088495575
9700,1139,2507,1367,0.545273234942162
9800,1129,2550,1420,0.5568627450980392
9900,1131,2573,1441,0.5600466381655654
10000,1135,2609,1473,0.564584131851284
10100,1131,2613,1481,0.5667814772292384
10200,1311,2653,1341,0.5054655107425556
10300,1132,2659,1526,0.5738999623918767
10400,1133,2683,1549,0.5773387998509132
10500,1133,2705,1571,0.5807763401109057
10600,1133,2720,1586,0.5830882352941177
10700,1131,2742,1610,0.587162654996353
10800,2225,2773,547,0.19725928597187162
10900,1311,2802,1490,0.5317630264097074
11000,1142,2821,1678,0.5948245303084013
11100,1008,2826,1817,0.6429582448690729
11200,1142,2840,1697,0.5975352112676057
11300,1342,2888,1545,0.534972299168975
11400,1008,2890,1881,0.6508650519031142
11500,1346,2935,1588,0.5410562180579216
11600,1136,2940,1803,0.613265306122449
11700,1192,2960,1767,0.5969594594594595
11800,1136,2981,1844,0.6185843676618584
11900,1006,2998,1991,0.6641094062708472
12000,1137,3019,1881,0.6230539913878768
12100,1132,3035,1902,0.6266886326194399
12200,1367,3077,1709,0.5554111147221319
12300,1137,3085,1947,0.6311183144246353
12400,1138,3106,1967,0.633290405666452
12500,1147,3116,1968,0.631578947368421
12600,1007,3138,2130,0.6787762906309751
12700,-1,3171,3171,1.0
