Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', 'b', 'c', 'd'], '380': ['380', '381', 'a'], '384': ['384', '385', '387', '388', '389', '390', 'out', '386']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '386', 'b', 'c', 'd'], '380': ['380', 'a'], '381': ['381', '384', '385', '387', '388', '389', '390', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383', 'c'], '384': ['384', '385', '386', '387', '388', '389', '390', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '385', '386', '387', '388', '389', '390', 'out'], '379': ['379', '381', '382', '383', '384', 'b', 'c', 'd'], '380': ['380', 'a']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383', 'c'], '384': ['384', '385', '387', '388', '389', '390', 'out', '386']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '385', '386', '387', '388', '389', '390', 'out'], '379': ['379', '380', '381', '382', 'a', 'b', 'd', '383'], '384': ['384'], 'c': ['c']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383'], '384': ['384', '385', '386', '387', '388', '389', '390', 'out'], 'c': ['c']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383'], '384': ['384', '385', '387', '388', '389', '390', 'out', '386'], 'c': ['c']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '385', '386', '387', '388', '389', '390', 'out'], '379': ['379', '381', '382', '383', '384', 'b', 'c', 'd'], '380': ['380'], 'a': ['a']})"
4,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', 'b', 'c', 'd'], '380': ['380', '386', '387', '388', '389', '390', 'a', 'out'], '381': ['381'], '384': ['384', '385']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', 'b', 'c', 'd'], '380': ['380', '386', '387', '388', '389', '390', 'a', 'out'], '381': ['381'], '384': ['384'], '385': ['385']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '386', 'b', 'c', 'd'], '380': ['380', 'a'], '381': ['381'], '384': ['384'], '385': ['385', '387', '388', '389', '390', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '385', '386', '387', '388', '389', '390', 'out'], '379': ['379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383'], '384': ['384'], 'c': ['c']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', 'b', 'c', 'd'], '380': ['380'], '381': ['381'], '384': ['384', '385', '387', '388', '389', '390', 'out', '386'], 'a': ['a']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '386', 'b', 'c', 'd'], '380': ['380'], '381': ['381'], '384': ['384'], '385': ['385', '387', '388', '389', '390', 'out'], 'a': ['a']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383'], '384': ['384'], '385': ['385', '387', '388', '389', '390', 'out'], '386': ['386'], 'c': ['c']})"
7,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', 'b', 'c', 'd'], '380': ['380'], '381': ['381'], '384': ['384'], '385': ['385', '387', '388', '389', '390', 'out'], '386': ['386'], 'a': ['a']})"
11,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '381', '382', 'a', 'b', 'd'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'c': ['c'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', '386', 'b', 'c', 'd'], '380': ['380'], '381': ['381'], '384': ['384'], '385': ['385'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'a': ['a'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'378': ['378', '385', '386', '387', '388', '389', '390', 'out'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d']})"
12,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '383', 'b', 'c', 'd'], '380': ['380'], '381': ['381'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'a': ['a'], 'out': ['out']})"
18,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], '390': ['390'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'out': ['out']})"
