Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804', '805', '806', '811', 'out', '810']})"
3,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804', '805', '806', '810', '811', 'out']})"
4,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804'], '805': ['805', '806', '810', '811', 'out']})"
4,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804', '805', '806', '811', 'out'], '810': ['810']})"
4,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '804', '808', 'a', 'e'], '798': ['798', '800', '801', 'd'], '799': ['799', '807', '809', '810', '811', 'b', 'c', 'out'], '805': ['805', '806']})"
4,"defaultdict(<class 'list'>, {'796': ['796', '802', 'e'], '797': ['797', '803', '804', '805', '806', '808', '809', 'a'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '810': ['810', '811', 'out']})"
4,"defaultdict(<class 'list'>, {'796': ['796', '798', '800', '802', 'b', 'd', 'e'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '799': ['799', '801', '805', '806', '807', 'c'], '804': ['804']})"
4,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798', '800', '801', 'd'], '799': ['799', '807', '810', '811', 'b', 'c', 'out'], '804': ['804', '805', '806']})"
5,"defaultdict(<class 'list'>, {'796': ['796', '802', 'e'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804', '805'], '806': ['806']})"
6,"defaultdict(<class 'list'>, {'796': ['796', '802', 'e'], '797': ['797', '803', '804', '805', '806', '808', '809', 'a'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '810': ['810'], '811': ['811'], 'out': ['out']})"
6,"defaultdict(<class 'list'>, {'796': ['796', '802', 'e'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804'], '805': ['805'], '806': ['806']})"
7,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '802': ['802'], '804': ['804', '805'], '806': ['806'], 'e': ['e']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '804', '808', 'a', 'e'], '798': ['798'], '799': ['799', '807', '809', '810', '811', 'b', 'c', 'out'], '800': ['800'], '801': ['801'], '805': ['805', '806'], 'd': ['d']})"
7,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798'], '799': ['799', '807', '810', '811', 'b', 'c', 'out'], '800': ['800'], '801': ['801'], '804': ['804', '805', '806'], 'd': ['d']})"
8,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '802': ['802'], '804': ['804'], '805': ['805'], '806': ['806'], 'e': ['e']})"
8,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '804', '808', 'a', 'e'], '798': ['798'], '799': ['799', '807', '809', '810', '811', 'b', 'c', 'out'], '800': ['800'], '801': ['801'], '805': ['805'], '806': ['806'], 'd': ['d']})"
8,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '803', '804', '805', '806', '808', '809', 'a'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '802': ['802'], '810': ['810'], '811': ['811'], 'e': ['e'], 'out': ['out']})"
8,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '804': ['804'], '805': ['805'], '806': ['806'], '810': ['810'], '811': ['811'], 'out': ['out']})"
9,"defaultdict(<class 'list'>, {'796': ['796', '797', '802', '803', '808', '809', 'a', 'e'], '798': ['798'], '799': ['799', '807', '810', '811', 'b', 'c', 'out'], '800': ['800'], '801': ['801'], '804': ['804'], '805': ['805'], '806': ['806'], 'd': ['d']})"
9,"defaultdict(<class 'list'>, {'796': ['796', '798', '800', '802', 'b', 'd', 'e'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '799': ['799'], '801': ['801'], '804': ['804'], '805': ['805'], '806': ['806'], '807': ['807'], 'c': ['c']})"
14,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '798': ['798'], '799': ['799'], '800': ['800'], '801': ['801'], '802': ['802'], '804': ['804', '805'], '806': ['806'], '807': ['807'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'e': ['e']})"
15,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '803', '808', '809', '810', '811', 'a', 'out'], '798': ['798'], '799': ['799'], '800': ['800'], '801': ['801'], '802': ['802'], '804': ['804'], '805': ['805'], '806': ['806'], '807': ['807'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'e': ['e']})"
15,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797', '803', '804', '805', '806', '808', '809', 'a'], '798': ['798'], '799': ['799'], '800': ['800'], '801': ['801'], '802': ['802'], '807': ['807'], '810': ['810'], '811': ['811'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'e': ['e'], 'out': ['out']})"
15,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797'], '798': ['798'], '799': ['799', '807', '809', '810', '811', 'b', 'c', 'out'], '800': ['800'], '801': ['801'], '802': ['802'], '803': ['803'], '804': ['804'], '805': ['805'], '806': ['806'], '808': ['808'], 'a': ['a'], 'd': ['d'], 'e': ['e']})"
15,"defaultdict(<class 'list'>, {'796': ['796'], '797': ['797'], '798': ['798', '799', '800', '801', '807', 'b', 'c', 'd'], '802': ['802'], '803': ['803'], '804': ['804'], '805': ['805'], '806': ['806'], '808': ['808'], '809': ['809'], '810': ['810'], '811': ['811'], 'a': ['a'], 'e': ['e'], 'out': ['out']})"
