Total Number of Comms,Solution
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3527', '3529', '3534', '3535', '3536', 'b', 'out'], '3528': ['3528']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3522', '3523', '3528', '3529', 'a', 'b', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3524': ['3524'], '3525': ['3525', '3526', '3527', '3535', '3536', 'e', 'out', '3534']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3532', '3533', '3534', '3535', '3536', 'c', 'out'], '3522': ['3522', '3527', '3528', '3529', 'b'], '3530': ['3530', '3531', 'd', 'f']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3522', '3523', '3528', '3529', 'a', 'b', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3524': ['3524', '3525', '3526', '3527', '3535', '3536', 'e', 'out'], '3534': ['3534']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3528', '3529', 'a', 'b', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3525', '3526', '3527', '3535', '3536', 'e', 'out'], '3534': ['3534']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3522', '3523', '3528', '3529', 'a', 'b', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3524': ['3524'], '3525': ['3525', '3526', '3527', '3534', '3535', '3536', 'e', 'out']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', '3528', 'e', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3527', '3529', '3534', '3535', '3536', 'b', 'out'], 'a': ['a']})"
4,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3532', '3533', '3534', '3535', '3536', 'c', 'out'], '3522': ['3522', '3527', '3529', 'b', '3528'], '3530': ['3530', '3531', 'd', 'f']})"
5,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3528', 'a', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3525', '3526', '3527', '3536', 'b', 'e', 'out'], '3529': ['3529', '3534'], '3535': ['3535']})"
5,"defaultdict(<class 'list'>, {'3520': ['3520', '3522', '3523', '3528', '3529', 'a', 'b', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3524': ['3524'], '3525': ['3525', '3526', '3527', '3535', '3536', 'e', 'out'], '3534': ['3534']})"
5,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3532', '3533', '3534', '3535', '3536', 'c', 'out'], '3522': ['3522', '3527', '3529', 'b'], '3528': ['3528'], '3530': ['3530', '3531', 'd', 'f']})"
6,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3528', 'a', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3525', '3526', '3527', '3536', 'b', 'e', 'out'], '3529': ['3529'], '3534': ['3534'], '3535': ['3535']})"
8,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3532', '3533', '3534', '3535', '3536', 'c', 'out'], '3522': ['3522', '3527', '3529', 'b'], '3528': ['3528'], '3530': ['3530'], '3531': ['3531'], 'd': ['d'], 'f': ['f']})"
8,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3532', '3533', '3534', '3535', '3536', 'c', 'out'], '3522': ['3522'], '3527': ['3527'], '3528': ['3528'], '3529': ['3529'], '3530': ['3530', '3531', 'd', 'f'], 'b': ['b']})"
11,"defaultdict(<class 'list'>, {'3520': ['3520'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3525', '3526', '3527', '3536', 'b', 'e', 'out'], '3523': ['3523'], '3524': ['3524'], '3528': ['3528'], '3529': ['3529'], '3534': ['3534'], '3535': ['3535'], 'a': ['a'], 'g': ['g']})"
11,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3532', '3533', '3534', '3535', '3536', 'c', 'out'], '3522': ['3522'], '3527': ['3527'], '3528': ['3528'], '3529': ['3529'], '3530': ['3530'], '3531': ['3531'], 'b': ['b'], 'd': ['d'], 'f': ['f']})"
11,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', '3528', 'e', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522'], '3527': ['3527'], '3529': ['3529'], '3534': ['3534'], '3535': ['3535'], '3536': ['3536'], 'a': ['a'], 'b': ['b'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'3520': ['3520', '3523', '3524', '3525', '3526', 'a', 'e', 'g'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522'], '3527': ['3527'], '3528': ['3528'], '3529': ['3529'], '3534': ['3534'], '3535': ['3535'], '3536': ['3536'], 'b': ['b'], 'out': ['out']})"
11,"defaultdict(<class 'list'>, {'3520': ['3520'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3525', '3526', '3527', '3535', '3536', 'e', 'out'], '3523': ['3523'], '3524': ['3524'], '3528': ['3528'], '3529': ['3529'], '3534': ['3534'], 'a': ['a'], 'b': ['b'], 'g': ['g']})"
11,"defaultdict(<class 'list'>, {'3520': ['3520'], '3521': ['3521', '3530', '3531', '3532', '3533', 'c', 'd', 'f'], '3522': ['3522', '3527', '3529', '3534', '3535', '3536', 'b', 'out'], '3523': ['3523'], '3524': ['3524'], '3525': ['3525'], '3526': ['3526'], '3528': ['3528'], 'a': ['a'], 'e': ['e'], 'g': ['g']})"
