Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
1000,2400,2438,37,0.015176374077112387
2000,2409,2425,15,0.006185567010309278
3000,2423,2434,10,0.004108463434675432
4000,2411,2430,18,0.007407407407407408
5000,2410,2438,27,0.011074651353568499
6000,2372,2425,52,0.021443298969072166
7000,2396,2422,25,0.01032204789430223
8000,2449,2463,13,0.005278116118554608
9000,2586,2650,63,0.023773584905660377
10000,2788,2854,65,0.022775052557813594
11000,2977,3042,64,0.0210387902695595
12000,3209,3249,39,0.012003693444136657
