Solution index,Edge index,Total cell-cell edges,Edges colored
0,891,2425,1533
1,891,2425,1533
2,-1,2422,2422
0,2192,2425,232
1,2192,2425,232
2,1136,2422,1285
3,1136,2422,1285
4,1139,2425,1285
5,1286,2420,1133
