0,2425
1,2425
2,2422
3,2422
4,2425
5,2420
6,2425
7,2434
8,2422
9,2420
10,2425
11,2425
12,2437
13,2438
14,2434
15,2426
16,2437
17,2426
18,2438
19,2422
20,2430
21,2420
22,2426
23,2430
24,2438
25,2425
26,2425
27,2430
28,2437
29,2438
30,2434
31,2433
32,2425
33,2422
34,2430
35,2420
36,2434
37,2434
38,2425
39,2422
40,2426
41,2437
42,2434
43,2433
44,2438
45,2426
46,2430
47,2425
48,2438
49,2420
50,2422
51,2425
52,2425
53,2437
54,2434
55,2433
56,2426
57,2425
58,2430
59,2420
60,2438
61,2425
62,2437
63,2425
64,2422
65,2425
66,2434
67,2433
68,2426
69,2438
70,2430
71,2434
72,2420
73,2437
74,2425
75,2425
76,2425
77,2422
78,2433
79,2426
80,2425
81,2430
82,2434
83,2420
84,2437
85,2438
86,2422
87,2430
88,2426
89,2437
90,2425
91,2425
92,2438
93,2420
94,2433
95,2420
96,2437
97,2430
98,2438
99,2434
100,2430
101,2422
102,2422
103,2425
104,2438
105,2430
106,2426
107,2425
108,2433
109,2433
110,2420
111,2430
112,2438
113,2437
114,2426
115,2425
116,2438
117,2434
118,2433
119,2425
120,2422
121,2438
122,2420
123,2430
124,2425
125,2426
126,2437
127,2420
128,2425
129,2438
130,2425
131,2420
132,2426
133,2433
134,2438
135,2434
136,2425
137,2422
138,2438
139,2422
140,2426
141,2425
142,2430
143,2420
144,2437
145,2422
146,2425
147,2426
148,2426
149,2434
150,2425
151,2433
152,2425
153,2433
154,2425
155,2430
156,2420
157,2434
158,2438
159,2425
160,2420
161,2422
162,2433
163,2437
164,2430
165,2433
166,2420
167,2425
168,2425
169,2426
170,2425
171,2426
172,2420
173,2438
174,2437
175,2430
176,2434
177,2430
178,2422
179,2438
180,2434
181,2433
182,2434
183,2430
184,2425
185,2425
186,2437
187,2420
188,2426
189,2425
190,2430
191,2437
192,2420
193,2425
194,2438
195,2422
196,2430
197,2425
198,2437
199,2420
200,2422
201,2438
202,2425
203,2430
204,2434
205,2433
206,2425
207,2425
208,2434
209,2430
210,2426
211,2425
212,2425
213,2430
214,2426
215,2430
216,2437
217,2420
218,2433
219,2438
220,2422
221,2425
222,2434
223,2426
224,2425
225,2433
226,2438
227,2437
228,2420
229,2422
230,2434
231,2438
232,2426
233,2425
234,2437
235,2420
236,2433
237,2438
238,2430
239,2434
240,2426
241,2425
242,2420
243,2438
244,2433
245,2425
246,2426
247,2430
248,2422
249,2420
250,2422
251,2426
252,2420
253,2430
254,2437
255,2434
256,2425
257,2422
258,2425
259,2437
260,2420
261,2438
262,2426
263,2433
264,2422
265,2430
266,2425
267,2438
268,2434
269,2437
270,2434
271,2438
272,2425
273,2430
274,2422
275,2425
276,2434
277,2430
278,2438
279,2426
280,2425
281,2425
282,2422
283,2433
284,2437
285,2420
286,2425
287,2425
288,2433
289,2422
290,2420
291,2425
292,2430
293,2422
294,2433
295,2426
296,2434
297,2430
298,2433
299,2425
300,2437
301,2438
302,2425
303,2430
304,2425
305,2425
306,2420
307,2437
308,2434
309,2438
310,2426
311,2437
312,2422
313,2430
314,2420
315,2438
316,2430
317,2433
318,2426
319,2425
320,2420
321,2425
322,2422
323,2430
324,2426
325,2434
326,2437
327,2430
328,2437
329,2425
330,2434
331,2420
332,2425
333,2434
334,2426
335,2430
336,2438
337,2422
338,2433
339,2425
340,2422
341,2437
342,2433
343,2426
344,2437
345,2433
346,2425
347,2422
348,2420
349,2422
350,2433
351,2438
352,2434
353,2420
354,2425
