Total Number of Comms,Solution
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '384', '386', '387', 'b', 'd'], '380': ['380', '383', '388', '389', 'a', 'out'], '381': ['381', '385', 'c']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '384', 'b', 'd'], '380': ['380', '381', '382', '383', '385', '386', 'a', 'c'], '387': ['387', '388', '389', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', 'b', 'd'], '380': ['380', '381', '384', '385', '386', '387', 'a', 'c'], '383': ['383', '388', '389', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '384', 'b', 'd'], '381': ['381', '385', '386', 'a', 'c'], '387': ['387', '388', '389', 'out']})"
3,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '384', 'b', 'd'], '381': ['381', '385', '386', '387', '388', '389', 'c', 'out'], 'a': ['a']})"
4,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', '381', '382', '383', '385', '386', 'a', 'c'], '384': ['384', '387', '388', '389', 'b', 'd', 'out']})"
5,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '384', '386', '387', 'b', 'd'], '380': ['380', '383', '388', '389', 'a', 'out'], '381': ['381'], '385': ['385'], 'c': ['c']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', 'b', 'd'], '380': ['380', '381', '384', '385', '386', '387', 'a', 'c'], '383': ['383'], '388': ['388'], '389': ['389'], 'out': ['out']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '384', 'b', 'd'], '381': ['381', '385', '386', 'a', 'c'], '387': ['387'], '388': ['388'], '389': ['389'], 'out': ['out']})"
6,"defaultdict(<class 'list'>, {'378': ['378', '379', '384', 'b', 'd'], '380': ['380', '381', '382', '383', '385', '386', 'a', 'c'], '387': ['387'], '388': ['388'], '389': ['389'], 'out': ['out']})"
10,"defaultdict(<class 'list'>, {'378': ['378', '379', '382', '384', '386', '387', 'b', 'd'], '380': ['380'], '381': ['381'], '383': ['383'], '385': ['385'], '388': ['388'], '389': ['389'], 'a': ['a'], 'c': ['c'], 'out': ['out']})"
10,"defaultdict(<class 'list'>, {'378': ['378', '379', '380', '382', '383', '384', 'b', 'd'], '381': ['381'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], 'a': ['a'], 'c': ['c'], 'out': ['out']})"
10,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', '381', '384', '385', '386', '387', 'a', 'c'], '382': ['382'], '383': ['383'], '388': ['388'], '389': ['389'], 'b': ['b'], 'd': ['d'], 'out': ['out']})"
10,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381', '385', '386', '387', '388', '389', 'c', 'out'], '382': ['382'], '383': ['383'], '384': ['384'], 'a': ['a'], 'b': ['b'], 'd': ['d']})"
10,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380', '381', '382', '383', '385', '386', 'a', 'c'], '384': ['384'], '387': ['387'], '388': ['388'], '389': ['389'], 'b': ['b'], 'd': ['d'], 'out': ['out']})"
17,"defaultdict(<class 'list'>, {'378': ['378'], '379': ['379'], '380': ['380'], '381': ['381'], '382': ['382'], '383': ['383'], '384': ['384'], '385': ['385'], '386': ['386'], '387': ['387'], '388': ['388'], '389': ['389'], 'a': ['a'], 'b': ['b'], 'c': ['c'], 'd': ['d'], 'out': ['out']})"
